         55880329 function calls (55871021 primitive calls) in 89.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       76    0.000    0.000    0.000    0.000 models.py:128(<genexpr>)
      8/4    0.000    0.000    0.000    0.000 ir_utils.py:2044(resolve_mod)
        2    0.000    0.000    0.000    0.000 typeinfer.py:945(__init__)
      144    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       10    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
       10    0.000    0.000    0.000    0.000 byteflow.py:929(_binaryop)
       16    0.000    0.000    0.000    0.000 ir.py:372(__init__)
       48    0.000    0.000    0.000    0.000 ir.py:384(__setattr__)
        4    0.000    0.000    0.000    0.000 base.py:307(declare_env_global)
        6    0.000    0.000    0.000    0.000 passmanagers.py:102(__init__)
       30    0.000    0.000    0.000    0.000 ssa.py:235(on_assign)
        2    0.000    0.000    0.001    0.000 typed_passes.py:729(run_pass)
        8    0.000    0.000    0.001    0.000 types.py:48(get_abi_size)
       42    0.000    0.000    0.000    0.000 packer.py:137(<genexpr>)
       38    0.000    0.000    0.000    0.000 ir_utils.py:2075(<listcomp>)
        8    0.000    0.000    0.000    0.000 pythonapi.py:488(long_as_longlong)
        8    0.000    0.000    0.000    0.000 nrtopt.py:159(remove_redundant_nrt_refct)
       22    0.000    0.000    0.000    0.000 analysis.py:91(liveness)
        2    0.000    0.000    0.000    0.000 mathimpl.py:149(float_impl)
        2    0.000    0.000    0.000    0.000 compiler.py:185(compile_result)
        1    0.000    0.000    0.000    0.000 base.py:60(_select_compatible)
       14    0.000    0.000    0.000    0.000 base.py:476(get_argument_type)
        4    0.000    0.000    0.002    0.000 base.py:899(call_internal_no_propagate)
        6    0.000    0.000    0.000    0.000 packer.py:115(assign_names)
        2    0.000    0.000    0.001    0.000 compiler.py:439(define_pipelines)
       32    0.000    0.000    0.000    0.000 bytecode.py:96(__repr__)
       10    0.000    0.000    0.000    0.000 base.py:513(get_constant_generic)
      174    0.000    0.000    0.000    0.000 values.py:707(dereferenceable_or_null)
       18    0.000    0.000    0.000    0.000 module.py:208(__init__)
       12    0.000    0.000    0.000    0.000 instructions.py:381(descr)
        8    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       36    0.000    0.000    0.000    0.000 ir.py:31(__init__)
        8    0.000    0.000    0.001    0.000 postproc.py:155(_insert_var_dels)
        6    0.000    0.000    0.000    0.000 module.py:169(global_variables)
       46    0.000    0.000    0.000    0.000 utils.py:266(_check_attr)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:333(_do_work)
       10    0.000    0.000    0.000    0.000 ffi.py:208(__str__)
        2    0.000    0.000    0.000    0.000 byteflow.py:161(_prune_phis)
       30    0.000    0.000    0.000    0.000 byteflow.py:238(_is_implicit_new_block)
        2    0.000    0.000    0.000    0.000 codegen.py:529(scan_unresolved_symbols)
        2    0.000    0.000    0.000    0.000 codegen.py:604(_load_defined_symbols)
       10    0.000    0.000    0.001    0.000 module.py:160(link_in)
       14    0.000    0.000    0.000    0.000 utils.py:366(bit_length)
       12    0.000    0.000    0.000    0.000 pythonapi.py:375(get_c_object)
       22    0.000    0.000    0.005    0.000 postproc.py:41(usedefs)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1433(run_pass)
       28    0.000    0.000    0.000    0.000 builder.py:568(icmp_unsigned)
        2    0.000    0.000    0.000    0.000 interpreter.py:152(_legalize_exception_vars)
        2    0.000    0.000    0.000    0.000 cpu.py:64(load_additional_registries)
       98    0.000    0.000    0.000    0.000 typeinfer.py:113(defined)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       14    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_int)
        2    0.000    0.000    0.117    0.058 compiler.py:350(compile_extra)
       66    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        2    0.000    0.000    0.000    0.000 lowering.py:277(pre_block)
      128    0.000    0.000    0.000    0.000 models.py:121(has_nrt_meminfo)
       12    0.000    0.000    0.000    0.000 core.py:177(get_global_variable_named)
       32    0.000    0.000    0.000    0.000 bytecode.py:72(__init__)
       60    0.000    0.000    0.000    0.000 inline_closurecall.py:1453(<listcomp>)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:271(debug_print)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:140(run_pass)
        2    0.000    0.000    0.000    0.000 npyimpl.py:458(generate)
       56    0.000    0.000    0.000    0.000 enum.py:562(__new__)
       34    0.000    0.000    0.000    0.000 bytecode.py:148(_patched_opargs)
       14    0.000    0.000    0.000    0.000 builder.py:198(module)
        8    0.000    0.000    0.000    0.000 builder.py:609(select)
        2    0.000    0.000    0.000    0.000 dispatcher.py:288(add_overload)
        2    0.000    0.000    0.000    0.000 compiler.py:498(define_typed_pipeline)
       16    0.000    0.000    0.000    0.000 __init__.py:206(__getattr__)
       20    0.000    0.000    0.000    0.000 ffi.py:291(__enter__)
       10    0.000    0.000    0.000    0.000 values.py:340(__init__)
       16    0.000    0.000    0.000    0.000 cgutils.py:425(if_unlikely)
        2    0.000    0.000    0.001    0.000 ir.py:1549(dump_to_string)
       28    0.000    0.000    0.000    0.000 controlflow.py:217(_loops)
        2    0.000    0.000    0.001    0.001 lowering.py:979(_lower_call_normal)
        2    0.000    0.000    0.001    0.000 callwrapper.py:183(get_env)
       30    0.000    0.000    0.000    0.000 abstract.py:19(_autoincr)
        4    0.000    0.000    0.000    0.000 context.py:133(__init__)
       14    0.000    0.000    0.001    0.000 inspect.py:2839(from_callable)
        8    0.000    0.000    0.000    0.000 typeinfer.py:1462(typeof_arg)
        8    0.000    0.000    0.000    0.000 value.py:198(type)
       10    0.000    0.000    0.000    0.000 cgutils.py:910(global_constant)
       90    0.000    0.000    0.000    0.000 models.py:88(traverse)
        2    0.000    0.000    0.001    0.001 typeinfer.py:1021(build_constraint)
       26    0.000    0.000    0.000    0.000 typeinfer.py:1098(propagate_refined_type)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
       16    0.000    0.000    0.000    0.000 pythonapi.py:1404(reflect_native_value)
       32    0.000    0.000    0.000    0.000 dis.py:419(_unpack_opargs)
       14    0.000    0.000    0.000    0.000 builder.py:205(position_before)
       30    0.000    0.000    0.000    0.000 byteflow.py:1243(has_active_try)
        2    0.000    0.000    0.001    0.000 typeinfer.py:1538(typeof_global)
       64    0.000    0.000    0.000    0.000 npydecl.py:60(<genexpr>)
       80    0.000    0.000    0.000    0.000 instructions.py:131(<listcomp>)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
       38    0.000    0.000    0.000    0.000 interpreter.py:73(get_assignment_source)
      120    0.000    0.000    0.000    0.000 types.py:105(_to_string)
        4    0.000    0.000    0.000    0.000 pythonapi.py:324(err_set_none)
        8    0.000    0.000    0.000    0.000 dispatcher.py:629(typeof_pyval)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        2    0.000    0.000    0.000    0.000 __init__.py:518(string_at)
       96    0.000    0.000    0.000    0.000 values.py:607(module)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:219(prepend_namespace)
        2    0.000    0.000    0.000    0.000 options.py:30(set_flags)
       30    0.000    0.000    0.000    0.000 functools.py:738(is_related)
       12    0.000    0.000    0.000    0.000 module.py:241(_dispose)
       46    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
       24    0.000    0.000    0.000    0.000 core.py:65(int)
        2    0.000    0.000    0.000    0.000 pythonapi.py:204(emit_environment_sentry)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1370(c_api_error)
        2    0.000    0.000    0.000    0.000 analysis.py:575(find_literally_calls)
        2    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
        8    0.000    0.000    0.000    0.000 packer.py:97(<listcomp>)
        4    0.000    0.000    0.000    0.000 ir.py:1088(__init__)
       20    0.000    0.000    0.000    0.000 itanium_mangler.py:106(_fix_lead_digit)
        2    0.000    0.000    0.001    0.000 ssa.py:132(_find_defs_violators)
        2    0.000    0.000    0.000    0.000 typed_passes.py:588(_do_work_call)
       36    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       34    0.000    0.000    0.000    0.000 types.py:289(__eq__)
        8    0.000    0.000    0.000    0.000 pythonapi.py:278(err_occurred)
       64    0.000    0.000    0.000    0.000 compiler.py:278(__setattr__)
        2    0.000    0.000    0.004    0.002 untyped_passes.py:225(run_pass)
        2    0.000    0.000    0.001    0.000 compiler.py:466(define_nopython_pipeline)
       10    0.000    0.000    0.000    0.000 module.py:76(_dispose)
       92    0.000    0.000    0.000    0.000 errors.py:214(__enter__)
        2    0.000    0.000    0.117    0.058 compiler.py:420(_compile_bytecode)
        2    0.000    0.000    0.000    0.000 interpreter.py:174(init_first_block)
        2    0.000    0.000    0.000    0.000 byteflow.py:1359(__init__)
        2    0.000    0.000    0.014    0.007 typeinfer.py:1052(propagate)
       24    0.000    0.000    0.000    0.000 typeinfer.py:1201(<genexpr>)
      120    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       26    0.000    0.000    0.000    0.000 ir.py:574(<genexpr>)
       30    0.000    0.000    0.000    0.000 ir.py:1105(get)
        2    0.000    0.000    0.001    0.000 transforms.py:317(with_lifting)
        2    0.000    0.000    0.000    0.000 base.py:397(insert_user_function)
        4    0.000    0.000    0.000    0.000 typeinfer.py:187(__call__)
       90    0.000    0.000    0.000    0.000 pprint.py:92(__lt__)
        2    0.000    0.000    0.000    0.000 interpreter.py:88(__init__)
        4    0.000    0.000    0.026    0.007 codegen.py:492(get_pointer_to_function)
       66    0.000    0.000    0.000    0.000 ufunc_db.py:18(_lazy_init_db)
        8    0.000    0.000    0.000    0.000 targets.py:150(get_pointee_abi_size)
        2    0.000    0.000    0.000    0.000 dis.py:430(findlabels)
        4    0.000    0.000    0.000    0.000 context.py:61(register)
        4    0.000    0.000    0.000    0.000 context.py:401(_load_builtins)
       36    0.000    0.000    0.000    0.000 core.py:97(void)
        8    0.000    0.000    0.012    0.001 codegen.py:575(wrapper)
       48    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 static_binop.py:14(match)
       64    0.000    0.000    0.000    0.000 npydecl.py:113(<genexpr>)
        9    0.000    0.000    0.000    0.000 agents.py:108(taxes)
        4    0.000    0.000    0.000    0.000 numbers.py:1226(literal_int_to_number)
       12    0.000    0.000    0.000    0.000 instructions.py:378(__init__)
       22    0.000    0.000    0.000    0.000 postproc.py:37(cfg)
       12    0.000    0.000    0.000    0.000 functions.py:273(get_impl_key)
       44    0.000    0.000    0.000    0.000 errors.py:305(termcolor)
        6    0.000    0.000    0.000    0.000 codegen.py:707(_pass_manager_builder)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(_module_repr_from_spec)
       46    0.000    0.000    0.000    0.000 ir.py:1024(is_temp)
       30    0.000    0.000    0.000    0.000 ir.py:1113(get_exact)
        6    0.000    0.000    0.000    0.000 controlflow.py:503(_find_dominators_internal)
        8    0.000    0.000    0.000    0.000 interpreter.py:54(assign)
       76    0.000    0.000    0.000    0.000 value.py:119(is_global)
       10    0.000    0.000    0.000    0.000 typeinfer.py:1094(lock_type)
       18    0.000    0.000    0.000    0.000 ffi.py:215(__bool__)
       30    0.000    0.000    0.000    0.000 abstract.py:27(_on_type_disposal)
       10    0.000    0.000    0.000    0.000 lowering.py:582(cast_result)
        8    0.000    0.000    0.000    0.000 base.py:666(get_returned_value)
        2    0.000    0.000    0.000    0.000 numbers.py:36(int_add_impl)
        2    0.000    0.000    0.000    0.000 compiler.py:559(define_objectmode_pipeline)
        6    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        2    0.000    0.000    0.000    0.000 npyimpl.py:447(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 threading.py:81(RLock)
       24    0.000    0.000    0.000    0.000 values.py:739(add_attribute)
        8    0.000    0.000    0.000    0.000 instructions.py:277(__init__)
       34    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        5    0.000    0.000    0.000    0.000 graph_abs.py:140(<listcomp>)
       10    0.000    0.000    0.000    0.000 types.py:446(_to_string)
       24    0.000    0.000    0.000    0.000 context.py:641(unify_pairs)
        6    0.000    0.000    0.000    0.000 ir.py:196(short)
       80    0.000    0.000    0.000    0.000 instructions.py:133(<listcomp>)
        2    0.000    0.000    0.000    0.000 consts.py:73(_infer_expr)
       45    0.000    0.000    0.000    0.000 graph_abs.py:146(<lambda>)
       12    0.000    0.000    0.000    0.000 listdecl.py:128(generic)
        2    0.000    0.000    0.001    0.001 typed_passes.py:414(run_pass)
       38    0.000    0.000    0.000    0.000 ir.py:259(define)
        8    0.000    0.000    0.000    0.000 ir.py:933(__repr__)
       16    0.000    0.000    0.000    0.000 ir_utils.py:1454(get_definition)
        8    0.000    0.000    0.000    0.000 interpreter.py:693(op_LOAD_FAST)
        2    0.000    0.000    0.000    0.000 byteflow.py:149(_build_cfg)
       30    0.000    0.000    0.000    0.000 byteflow.py:1149(advance_pc)
        4    0.000    0.000    0.000    0.000 typeinfer.py:1468(typeof_const)
       10    0.000    0.000    0.000    0.000 compiler_machinery.py:218(_debug_init)
       56    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
       30    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        2    0.000    0.000    0.001    0.000 pprint.py:419(_pprint_default_dict)
        6    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
        2    0.000    0.000    0.000    0.000 byteflow.py:1335(adapt_state_infos)
        2    0.000    0.000    0.000    0.000 codegen.py:757(_scan_and_fix_unresolved_refs)
        2    0.000    0.000    0.001    0.000 lowering.py:255(setup_function)
       56    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       84    0.000    0.000    0.000    0.000 types.py:335(__str__)
        4    0.000    0.000    0.001    0.000 pprint.py:55(pformat)
       22    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       16    0.000    0.000    0.000    0.000 ir.py:918(__repr__)
        4    0.000    0.000    0.000    0.000 pythonapi.py:306(raise_object)
       22    0.000    0.000    0.000    0.000 controlflow.py:124(predecessors)
       64    0.000    0.000    0.000    0.000 npydecl.py:64(<genexpr>)
        2    0.000    0.000    0.000    0.000 codegen.py:853(_add_module)
       68    0.000    0.000    0.000    0.000 values.py:789(function)
        8    0.000    0.000    0.000    0.000 core.py:170(add_function)
        8    0.000    0.000    0.000    0.000 byteflow.py:298(op_LOAD_FAST)
        2    0.000    0.000    0.012    0.006 codegen.py:141(_optimize_final_module)
      106    0.000    0.000    0.000    0.000 compiler_machinery.py:134(get_required_set)
        4    0.000    0.000    0.000    0.000 module.py:200(clone)
       72    0.000    0.000    0.000    0.000 interpreter.py:346(current_scope)
        4    0.000    0.000    0.003    0.001 base.py:879(compile_internal)
        2    0.000    0.000    0.000    0.000 ssa.py:147(_run_block_analysis)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:269(_module_repr)
       12    0.000    0.000    0.000    0.000 cgutils.py:429(if_likely)
       10    0.000    0.000    0.000    0.000 values.py:276(_get_reference)
       66    0.000    0.000    0.000    0.000 numpy_support.py:370(<listcomp>)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1391(from_native_value)
        4    0.000    0.000    0.000    0.000 funcdesc.py:114(llvm_cpython_wrapper_name)
        2    0.000    0.000    0.001    0.000 untyped_passes.py:246(run_pass)
       16    0.000    0.000    0.000    0.000 context.py:214(incref)
        2    0.000    0.000    0.000    0.000 bytecode.py:215(_compute_lineno)
        6    0.000    0.000    0.000    0.000 codegen.py:191(add_linking_library)
       10    0.000    0.000    0.000    0.000 typeinfer.py:81(lock)
       20    0.000    0.000    0.000    0.000 ffi.py:297(__exit__)
        2    0.000    0.000    0.000    0.000 environment.py:17(from_fndesc)
        4    0.000    0.000    0.000    0.000 ir.py:954(__str__)
       28    0.000    0.000    0.000    0.000 byteflow.py:1188(pop)
        6    0.000    0.000    0.000    0.000 typeinfer.py:1364(<listcomp>)
       32    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
       64    0.000    0.000    0.000    0.000 npydecl.py:110(<listcomp>)
        2    0.000    0.000    0.000    0.000 typed_passes.py:551(_do_work_getattr)
        4    0.000    0.000    0.000    0.000 ffi.py:317(__hash__)
       10    0.000    0.000    0.000    0.000 values.py:360(_get_reference)
       70    0.000    0.000    0.000    0.000 instructions.py:327(<genexpr>)
        2    0.000    0.000    0.000    0.000 byteflow.py:215(apply_changes)
       34    0.000    0.000    0.000    0.000 bytecode.py:171(_fetch_opcode)
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        2    0.000    0.000    0.025    0.012 lowering.py:182(lower_normal_function)
        2    0.000    0.000    0.000    0.000 typeinfer.py:994(_get_return_vars)
        6    0.000    0.000    0.000    0.000 targets.py:264(add_analysis_passes)
        4    0.000    0.000    0.000    0.000 interpreter.py:730(op_LOAD_CONST)
        2    0.000    0.000    0.000    0.000 byteflow.py:73(__init__)
        2    0.000    0.000    0.000    0.000 cpu.py:95(get_env_body)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1297(get_function_types)
        2    0.000    0.000    0.000    0.000 ssa.py:86(_iterated_domfronts)
        8    0.000    0.000    0.000    0.000 numbers.py:1333(constant_integer)
        4    0.000    0.000    0.001    0.000 pprint.py:151(pformat)
        8    0.000    0.000    0.001    0.000 context.py:332(resolve_module_constants)
        8    0.000    0.000    0.000    0.000 ir.py:236(fixup)
        4    0.000    0.000    0.000    0.000 pythonapi.py:283(err_clear)
        2    0.000    0.000    0.000    0.000 byteflow.py:1038(__init__)
        4    0.000    0.000    0.000    0.000 base.py:814(get_dummy_value)
       24    0.000    0.000    0.000    0.000 typeinfer.py:138(append)
      102    0.000    0.000    0.000    0.000 compiler_machinery.py:96(get_analysis_usage)
       10    0.000    0.000    0.000    0.000 compiler_machinery.py:168(__init__)
        6    0.000    0.000    0.000    0.000 ir.py:234(__eq__)
        2    0.000    0.000    0.000    0.000 module.py:56(__str__)
        6    0.000    0.000    0.001    0.000 transforms.py:93(populate)
        2    0.000    0.000    0.000    0.000 misc.py:115(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:1448(copy)
       12    0.000    0.000    0.000    0.000 typeinfer.py:550(__init__)
       66    0.000    0.000    0.000    0.000 value.py:123(is_function)
        6    0.000    0.000    0.001    0.000 transforms.py:90(_populate_function_pm)
       10    0.000    0.000    0.000    0.000 types.py:449(__eq__)
        2    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
       30    0.000    0.000    0.000    0.000 byteflow.py:36(__init__)
        2    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
        2    0.000    0.000    0.003    0.001 ir.py:580(infer_constant)
      8/6    0.000    0.000    0.003    0.000 consts.py:24(infer_constant)
       60    0.000    0.000    0.000    0.000 debuginfo.py:55(mark_location)
       14    0.000    0.000    0.000    0.000 byteflow.py:1078(__hash__)
        2    0.000    0.000    0.000    0.000 parfor.py:668(__init__)
        2    0.000    0.000    0.001    0.000 ssa.py:36(_run_ssa)
        6    0.000    0.000    0.000    0.000 ir.py:1018(__repr__)
        2    0.000    0.000    0.000    0.000 byteflow.py:750(op_CALL_FUNCTION)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1696(typeof_call)
       22    0.000    0.000    0.000    0.000 analysis.py:138(<genexpr>)
        2    0.000    0.000    0.000    0.000 interpreter.py:1210(op_RETURN_VALUE)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:169(_inline_stencil)
        2    0.000    0.000    0.000    0.000 typed_passes.py:329(run_pass)
       30    0.000    0.000    0.000    0.000 controlflow.py:248(entry_point)
        2    0.000    0.000    0.118    0.059 dispatcher.py:84(_compile_cached)
       12    0.000    0.000    0.000    0.000 base.py:1142(add_linking_libs)
        6    0.000    0.000    0.000    0.000 typeinfer.py:1360(get_state_token)
        8    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
       14    0.000    0.000    0.000    0.000 core.py:81(pointer)
       44    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
        2    0.000    0.000    0.000    0.000 controlflow.py:435(_find_immediate_dominators)
        2    0.000    0.000    0.000    0.000 byteflow.py:169(get_used_phis_per_state)
        2    0.000    0.000    0.000    0.000 typed_passes.py:780(<listcomp>)
        6    0.000    0.000    0.000    0.000 passmanagers.py:17(_dispose)
       10    0.000    0.000    0.000    0.000 values.py:194(__init__)
       12    0.000    0.000    0.000    0.000 instructions.py:639(<listcomp>)
        2    0.000    0.000    0.000    0.000 pythonapi.py:854(gil_ensure)
        2    0.000    0.000    0.000    0.000 funcdesc.py:163(_from_python_function)
        2    0.000    0.000    0.000    0.000 controlflow.py:706(__eq__)
        2    0.000    0.000    0.000    0.000 byteflow.py:1399(__init__)
        2    0.000    0.000    0.000    0.000 base.py:590(get_getattr)
       28    0.000    0.000    0.000    0.000 byteflow.py:1184(push)
        4    0.000    0.000    0.000    0.000 pprint.py:104(__init__)
       14    0.000    0.000    0.000    0.000 types.py:435(__init__)
        2    0.000    0.000    0.007    0.004 lowering.py:246(create_cfunc_wrapper)
       64    0.000    0.000    0.000    0.000 npydecl.py:69(<genexpr>)
        6    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
       10    0.000    0.000    0.000    0.000 module.py:132(get_global)
        4    0.000    0.000    0.000    0.000 ir.py:97(_get_path)
        2    0.000    0.000    0.000    0.000 codegen.py:720(_check_llvm_bugs)
        2    0.000    0.000    0.003    0.001 untyped_passes.py:79(run_pass)
        2    0.000    0.000    0.001    0.000 untyped_passes.py:118(run_pass)
       48    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.012    0.006 passmanagers.py:93(run)
        8    0.000    0.000    0.000    0.000 ir.py:910(__init__)
        2    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        6    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
        2    0.000    0.000    0.000    0.000 interpreter.py:194(_start_new_block)
        1    0.000    0.000    0.000    0.000 functools.py:741(<listcomp>)
       58    0.000    0.000    0.000    0.000 values.py:559(alignstack)
       12    0.000    0.000    0.000    0.000 templates.py:124(as_function)
        8    0.000    0.000    0.000    0.000 typeinfer.py:1005(seed_argument)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1518(_patch_locals)
        1    0.000    0.000    0.000    0.000 functools.py:729(_compose_mro)
        6    0.000    0.000    0.000    0.000 builder.py:177(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:10(visit_Function)
       46    0.000    0.000    0.000    0.000 misc.py:119(key)
        2    0.000    0.000    0.000    0.000 cgutils.py:884(pointer_add)
        4    0.000    0.000    0.000    0.000 imputils.py:446(force_error_model)
       16    0.000    0.000    0.000    0.000 base.py:1126(active_code_library)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       58    0.000    0.000    0.000    0.000 values.py:568(personality)
       38    0.000    0.000    0.000    0.000 ir.py:271(__contains__)
       40    0.000    0.000    0.000    0.000 ir.py:1621(__repr__)
       16    0.000    0.000    0.000    0.000 analysis.py:546(rewrite_tuple_len)
        8    0.000    0.000    0.000    0.000 cpu.py:79(target_data)
       56    0.000    0.000    0.000    0.000 inspect.py:2527(name)
        6    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
        2    0.000    0.000    0.001    0.000 ir.py:1523(dump)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:96(repl)
       10    0.000    0.000    0.000    0.000 core.py:146(bitcast)
        2    0.000    0.000    0.000    0.000 interpreter.py:724(op_LOAD_ATTR)
        2    0.000    0.000    0.000    0.000 codegen.py:611(add_module)
        8    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
        6    0.000    0.000    0.000    0.000 module.py:230(_dispose)
       32    0.000    0.000    0.000    0.000 bytecode.py:244(label_marker)
        2    0.000    0.000    0.000    0.000 base.py:345(nrt)
        8    0.000    0.000    0.000    0.000 controlflow.py:78(_non_empty_items)
       22    0.000    0.000    0.000    0.000 postproc.py:65(__init__)
        2    0.000    0.000    0.000    0.000 interpreter.py:841(op_CALL_FUNCTION)
        4    0.000    0.000    0.000    0.000 callconv.py:610(create_error_model)
       12    0.000    0.000    0.000    0.000 base.py:1168(__getattr__)
        2    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
        2    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       60    0.000    0.000    0.000    0.000 pprint.py:89(__init__)
        6    0.000    0.000    0.000    0.000 transforms.py:83(slp_vectorize)
        4    0.000    0.000    0.000    0.000 cgutils.py:583(loop_nest)
        2    0.000    0.000    0.000    0.000 interpreter.py:744(op_LOAD_GLOBAL)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:89(run_finalizer)
       50    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        8    0.000    0.000    0.000    0.000 templates.py:81(__hash__)
       54    0.000    0.000    0.000    0.000 ir.py:792(get_targets)
        6    0.000    0.000    0.003    0.000 ir.py:1468(infer_constant)
        4    0.000    0.000    0.000    0.000 analysis.py:304(find_branches)
       38    0.000    0.000    0.000    0.000 interpreter.py:362(code_cellvars)
        2    0.000    0.000    0.000    0.000 cpu.py:142(post_lowering)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:59(run_pass)
        2    0.000    0.000    0.000    0.000 npyfuncs.py:25(_check_arity_and_homogeneity)
        2    0.000    0.000    0.001    0.000 pprint.py:189(_pprint_dict)
        2    0.000    0.000    0.000    0.000 types.py:542(__init__)
        6    0.000    0.000    0.000    0.000 misc.py:71(maybe_literal)
        4    0.000    0.000    0.000    0.000 scalars.py:32(__init__)
       46    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
        4    0.000    0.000    0.000    0.000 base.py:957(get_python_api)
    14/10    0.000    0.000    0.026    0.003 codegen.py:123(_ensure_finalized)
       14    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 passmanagers.py:9(create_function_pass_manager)
        2    0.000    0.000    0.000    0.000 lowering.py:80(pre_lower)
        4    0.000    0.000    0.000    0.000 callconv.py:398(_get_try_state)
       40    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
       20    0.000    0.000    0.000    0.000 instructions.py:191(return_value)
        2    0.000    0.000    0.000    0.000 utils.py:306(__init__)
       30    0.000    0.000    0.000    0.000 ir.py:265(get)
        8    0.000    0.000    0.000    0.000 core.py:110(int)
        2    0.000    0.000    0.000    0.000 removerefctpass.py:99(remove_unnecessary_nrt_usage)
        2    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        2    0.000    0.000    0.012    0.006 executionengine.py:87(finalize_object)
        8    0.000    0.000    0.000    0.000 itanium_mangler.py:97(<genexpr>)
       16    0.000    0.000    0.000    0.000 analysis.py:536(rewrite_array_ndim)
       24    0.000    0.000    0.000    0.000 typeinfer.py:502(<listcomp>)
        4    0.000    0.000    0.000    0.000 typeinfer.py:1091(copy_type)
        4    0.000    0.000    0.000    0.000 dis.py:449(findlinestarts)
       16    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        4    0.000    0.000    0.000    0.000 funcdesc.py:83(lookup_module)
        2    0.000    0.000    0.000    0.000 sigutils.py:17(normalize_signature)
        2    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
        4    0.000    0.000    0.000    0.000 context.py:151(refresh)
