         55880329 function calls (55871021 primitive calls) in 89.639 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      126    0.000    0.000    0.000    0.000 lowering.py:262(typeof)
      312    0.000    0.000    0.000    0.000 context.py:26(astuple)
        2    0.000    0.000    0.082    0.041 typed_passes.py:430(run_pass)
       16    0.000    0.000    0.000    0.000 typeinfer.py:208(__call__)
       58    0.000    0.000    0.000    0.000 passmanagers.py:115(finalize)
      177    0.000    0.000    0.000    0.000 types.py:205(__new__)
        6    0.000    0.000    0.017    0.003 codegen.py:199(add_ir_module)
       40    0.000    0.000    0.000    0.000 utils.py:98(erase_traceback)
      620    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       26    0.000    0.000    0.000    0.000 transforms.py:15(visit_BasicBlock)
       16    0.000    0.000    0.018    0.001 lowering.py:1001(lower_expr)
        4    0.000    0.000    0.003    0.001 callconv.py:115(raise_error)
      118    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       58    0.000    0.000    0.001    0.000 lowering.py:1255(loadvar)
        2    0.000    0.000    0.002    0.001 interpreter.py:103(interpret)
       48    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       58    0.000    0.000    0.001    0.000 passmanagers.py:122(run)
       83    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       46    0.000    0.000    0.000    0.000 ffi.py:183(__init__)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1464(build_definitions)
      352    0.000    0.000    0.000    0.000 transforms.py:37(visit_Instruction)
        2    0.000    0.000    0.000    0.000 ir.py:420(call)
       30    0.000    0.000    0.001    0.000 context.py:261(resolve_getattr)
       49    0.000    0.000    0.000    0.000 base.py:127(_match)
       38    0.000    0.000    0.000    0.000 typeinfer.py:1165(check_var)
      154    0.000    0.000    0.000    0.000 compiler_machinery.py:405(get)
       66    0.000    0.000    0.001    0.000 numpy_support.py:366(<listcomp>)
       30    0.000    0.000    0.000    0.000 builder.py:18(wrapped)
      100    0.000    0.000    0.000    0.000 types.py:240(format_constant)
       64    0.000    0.000    0.000    0.000 npydecl.py:50(<listcomp>)
       76    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      112    0.000    0.000    0.000    0.000 ir.py:685(__init__)
       88    0.000    0.000    0.000    0.000 pprint.py:403(_repr)
       58    0.000    0.000    0.000    0.000 values.py:554(__init__)
       22    0.000    0.000    0.000    0.000 analysis.py:60(compute_live_map)
       70    0.000    0.000    0.000    0.000 instructions.py:480(descr)
        2    0.000    0.000    0.007    0.004 cpu.py:164(create_cfunc_wrapper)
       14    0.000    0.000    0.000    0.000 inspect.py:2760(__init__)
       70    0.000    0.000    0.000    0.000 templates.py:34(__init__)
       32    0.000    0.000    0.000    0.000 byteflow.py:1171(append)
      180    0.000    0.000    0.000    0.000 npydecl.py:189(<genexpr>)
       18    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
       30    0.000    0.000    0.000    0.000 instructions.py:30(descr)
       34    0.000    0.000    0.000    0.000 functions.py:64(__init__)
       38    0.000    0.000    0.000    0.000 ir_utils.py:2070(enforce_no_dels)
       58    0.000    0.000    0.003    0.000 lowering.py:1238(_alloca_var)
       32    0.000    0.000    0.001    0.000 interpreter.py:370(_dispatch)
       16    0.000    0.000    0.010    0.001 module.py:233(__repr__)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:21(__enter__)
       48    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       40    0.000    0.000    0.000    0.000 context.py:414(install_registry)
      296    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       52    0.000    0.000    0.000    0.000 typeinfer.py:53(add_type)
    66/62    0.000    0.000    0.001    0.000 base.py:703(cast)
      190    0.000    0.000    0.000    0.000 utils.py:386(sublist_iterator)
      100    0.000    0.000    0.000    0.000 builder.py:277(_branch_helper)
       58    0.000    0.000    0.000    0.000 values.py:762(__str__)
        6    0.000    0.000    0.000    0.000 ir_utils.py:488(remove_dels)
       12    0.000    0.000    0.001    0.000 base.py:539(get_function)
       42    0.000    0.000    0.000    0.000 base.py:107(_match_arglist)
        2    0.000    0.000    0.001    0.001 inline_closurecall.py:69(run)
      100    0.000    0.000    0.000    0.000 builder.py:160(_label_suffix)
      230    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       60    0.000    0.000    0.000    0.000 inline_closurecall.py:1448(list_var_used)
        2    0.000    0.000    0.000    0.000 config.py:80(update)
       92    0.000    0.000    0.000    0.000 errors.py:206(__exit__)
       66    0.000    0.000    0.000    0.000 analysis.py:200(fix_point_progress)
       16    0.000    0.000    0.000    0.000 typeinfer.py:1605(typeof_expr)
      352    0.000    0.000    0.000    0.000 postproc.py:186(<genexpr>)
        2    0.000    0.000    0.001    0.001 npyimpl.py:332(numpy_ufunc_kernel)
      134    0.000    0.000    0.000    0.000 types.py:121(_to_string)
      411    0.000    0.000    0.000    0.000 uuid.py:262(__int__)
        2    0.000    0.000    0.118    0.059 dispatcher.py:99(_compile_core)
      444    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
       14    0.000    0.000    0.000    0.000 agents.py:44(fire)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
       80    0.000    0.000    0.001    0.000 instructions.py:138(descr)
      184    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
      110    0.000    0.000    0.000    0.000 compiler_machinery.py:130(__init__)
        2    0.000    0.000    0.000    0.000 ir_utils.py:1890(raise_on_unsupported_feature)
       92    0.000    0.000    0.000    0.000 errors.py:202(__enter__)
      132    0.000    0.000    0.000    0.000 numpy_support.py:389(<listcomp>)
       28    0.000    0.000    0.000    0.000 ir.py:1476(get_definition)
       38    0.000    0.000    0.000    0.000 typeinfer.py:901(__setitem__)
       22    0.000    0.000    0.000    0.000 pprint.py:362(_format_items)
       22    0.000    0.000    0.001    0.000 transforms.py:239(canonicalize_cfg_single_backedge)
       10    0.000    0.000    0.000    0.000 callconv.py:473(get_function_type)
      272    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 pprint.py:345(_format_dict_items)
       86    0.000    0.000    0.000    0.000 types.py:170(__init__)
        8    0.000    0.000    0.000    0.000 targets.py:9(get_process_triple)
       30    0.000    0.000    0.001    0.000 typeinfer.py:1431(typeof_assign)
        4    0.000    0.000    0.000    0.000 ntpath.py:678(relpath)
      208    0.000    0.000    0.000    0.000 abstract.py:115(__repr__)
        6    0.000    0.000    0.008    0.001 values.py:654(descr_body)
       22    0.000    0.000    0.001    0.000 postproc.py:51(deadmaps)
        8    0.000    0.000    0.000    0.000 codegen.py:669(_create_empty_module)
       20    0.000    0.000    0.000    0.000 values.py:36(<listcomp>)
      132    0.000    0.000    0.000    0.000 numpy_support.py:376(<genexpr>)
       26    0.000    0.000    0.000    0.000 packer.py:175(rec)
      132    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
       64    0.000    0.000    0.000    0.000 instructions.py:26(module)
       70    0.000    0.000    0.001    0.000 pythonapi.py:1266(_get_function)
       46    0.000    0.000    0.000    0.000 ffi.py:201(__del__)
       66    0.000    0.000    0.000    0.000 ufunc_db.py:32(get_ufunc_info)
       24    0.000    0.000    0.008    0.000 typeinfer.py:1498(resolve_call)
       74    0.000    0.000    0.001    0.000 context.py:220(decref)
       66    0.000    0.000    0.000    0.000 compiler_machinery.py:192(add_pass)
       26    0.000    0.000    0.000    0.000 pythonapi.py:36(lookup)
        1    0.000    0.000    0.000    0.000 graph_abs.py:48(<listcomp>)
       54    0.000    0.000    0.000    0.000 utils.py:325(__setitem__)
       16    0.000    0.000    0.000    0.000 module.py:7(__init__)
       10    0.000    0.000    0.001    0.000 linker.py:5(link_modules)
       64    0.000    0.000    0.000    0.000 values.py:127(_to_string)
       64    0.000    0.000    0.000    0.000 numpy_support.py:319(numpy_outputs)
       60    0.000    0.000    0.000    0.000 npydecl.py:160(ufunc)
      112    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       62    0.000    0.000    0.000    0.000 context.py:285(find_matching_getattr_template)
      282    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        2    0.000    0.000    0.000    0.000 core.py:89(struct)
        2    0.000    0.000    0.001    0.001 compiler.py:308(__init__)
        2    0.000    0.000    0.000    0.000 typed_passes.py:485(run_pass)
       88    0.000    0.000    0.000    0.000 templates.py:263(__init__)
        2    0.000    0.000    0.118    0.059 dispatcher.py:795(compile)
       34    0.000    0.000    0.000    0.000 interpreter.py:180(_iter_inst)
       92    0.000    0.000    0.000    0.000 initialise.py:67(reinit)
       64    0.000    0.000    0.000    0.000 npydecl.py:52(<listcomp>)
       10    0.000    0.000    0.000    0.000 values.py:347(descr)
        6    0.000    0.000    0.001    0.000 callconv.py:485(decorate_function)
       30    0.000    0.000    0.000    0.000 lowering.py:587(try_static_impl)
       64    0.000    0.000    0.000    0.000 npydecl.py:74(<listcomp>)
       38    0.000    0.000    0.000    0.000 ir.py:1097(define)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1489(find_callname)
       14    0.000    0.000    0.000    0.000 base.py:361(install_registry)
       58    0.000    0.000    0.010    0.000 values.py:668(__str__)
        2    0.000    0.000    0.016    0.008 typed_passes.py:50(type_inference_stage)
      138    0.000    0.000    0.000    0.000 packer.py:144(rec)
       24    0.000    0.000    0.000    0.000 typeinfer.py:652(_add_refine_map)
       22    0.000    0.000    0.000    0.000 postproc.py:45(livemap)
       20    0.000    0.000    0.000    0.000 re.py:289(_compile)
       92    0.000    0.000    0.000    0.000 initialise.py:51(deinit)
       58    0.000    0.000    0.010    0.000 values.py:661(descr)
       36    0.000    0.000    0.000    0.000 module.py:233(_next)
        4    0.000    0.000    0.000    0.000 codegen.py:608(<setcomp>)
       74    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 ir.py:691(__str__)
        6    0.000    0.000    0.001    0.000 base.py:428(declare_function)
       38    0.000    0.000    0.000    0.000 interpreter.py:412(get)
        2    0.000    0.000    0.000    0.000 lowering.py:23(__init__)
       30    0.000    0.000    0.000    0.000 byteflow.py:1153(make_temp)
        2    0.000    0.000    0.000    0.000 codegen.py:256(_verify_declare_only_symbols)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:285(run_pass)
      264    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
      184    0.000    0.000    0.000    0.000 ansitowin32.py:106(should_wrap)
      198    0.000    0.000    0.000    0.000 analysis.py:69(<genexpr>)
        8    0.000    0.000    0.003    0.000 pythonapi.py:1373(to_native_value)
        8    0.000    0.000    0.000    0.000 copy.py:66(copy)
       46    0.000    0.000    0.000    0.000 utils.py:270(__getattr__)
       92    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       94    0.000    0.000    0.000    0.000 models.py:47(get_argument_type)
       40    0.000    0.000    0.000    0.000 cffi_utils.py:29(is_ffi_instance)
       20    0.000    0.000    0.000    0.000 __init__.py:514(cast)
       38    0.000    0.000    0.000    0.000 models.py:124(contains_nrt_meminfo)
       88    0.000    0.000    0.000    0.000 pprint.py:412(format)
       44    0.000    0.000    0.000    0.000 core.py:126(null)
        2    0.000    0.000    0.000    0.000 bytecode.py:196(__init__)
      106    0.000    0.000    0.000    0.000 compiler_machinery.py:358(resolve_requires)
       20    0.000    0.000    0.000    0.000 values.py:21(_escape_string)
      148    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000   89.639   89.639 {built-in method builtins.exec}
      264    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       56    0.000    0.000    0.000    0.000 enum.py:283(__call__)
        4    0.000    0.000    0.000    0.000 context.py:686(load_additional_registries)
        2    0.000    0.000    0.026    0.013 codegen.py:217(finalize)
       22    0.000    0.000    0.000    0.000 module.py:52(__init__)
       10    0.000    0.000    0.000    0.000 base.py:444(insert_const_string)
        2    0.000    0.000    0.026    0.013 cpu.py:195(get_executable)
      110    0.000    0.000    0.000    0.000 byteflow.py:1146(get_inst)
       12    0.000    0.000    0.001    0.000 base.py:1186(__call__)
      312    0.000    0.000    0.000    0.000 context.py:603(<lambda>)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1103(unify)
      192    0.000    0.000    0.000    0.000 numpy_support.py:377(<genexpr>)
      110    0.000    0.000    0.000    0.000 controlflow.py:116(successors)
       30    0.000    0.000    0.000    0.000 controlflow.py:593(push_state)
       28    0.000    0.000    0.000    0.000 controlflow.py:653(_find_loops)
       22    0.000    0.000    0.001    0.000 transforms.py:309(canonicalize_cfg)
        8    0.000    0.000    0.000    0.000 module.py:79(get_function)
        2    0.000    0.000    0.016    0.008 typed_passes.py:85(run_pass)
      128    0.000    0.000    0.000    0.000 values.py:785(is_terminated)
       32    0.000    0.000    0.000    0.000 values.py:267(__init__)
      192    0.000    0.000    0.000    0.000 ir.py:1021(__str__)
       20    0.000    0.000    0.000    0.000 instructions.py:198(descr)
       34    0.000    0.000    0.000    0.000 bytecode.py:174(next)
      178    0.000    0.000    0.000    0.000 models.py:218(get_value_type)
       34    0.000    0.000    0.000    0.000 bytecode.py:250(<genexpr>)
       26    0.000    0.000    0.001    0.000 base.py:328(get_arg_packer)
       24    0.000    0.000    0.000    0.000 typeinfer.py:503(<listcomp>)
       12    0.000    0.000    0.000    0.000 module.py:182(functions)
       64    0.000    0.000    0.000    0.000 numpy_support.py:321(<listcomp>)
       30    0.000    0.000    0.000    0.000 controlflow.py:205(_back_edges)
      222    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
      102    0.000    0.000    0.000    0.000 ir.py:251(__hash__)
       48    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        6    0.000    0.000    0.001    0.000 codegen.py:700(_function_pass_manager)
       60    0.000    0.000    0.000    0.000 misc.py:89(key)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:162(run_pass)
        2    0.000    0.000    0.000    0.000 array_exprs.py:33(match)
       16    0.000    0.000    0.000    0.000 packer.py:123(_assign_names)
       40    0.000    0.000    0.000    0.000 context.py:394(_get_global_type)
        4    0.000    0.000    0.000    0.000 inline_closurecall.py:281(__init__)
        8    0.000    0.000    0.000    0.000 module.py:109(verify)
      268    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       12    0.000    0.000    0.000    0.000 base.py:757(get_c_value)
       20    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 bytecode.py:301(from_function)
        2    0.000    0.000    0.000    0.000 analysis.py:509(rewrite_semantic_constants)
       56    0.000    0.000    0.000    0.000 controlflow.py:139(process)
       14    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
      114    0.000    0.000    0.000    0.000 os.py:693(__iter__)
       38    0.000    0.000    0.000    0.000 models.py:96(traverse_models)
       20    0.000    0.000    0.000    0.000 builder.py:837(ret)
       80    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
    30/26    0.000    0.000    0.001    0.000 ir_utils.py:1443(guard)
        6    0.000    0.000    0.000    0.000 ntpath.py:180(split)
      132    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
       92    0.000    0.000    0.000    0.000 ir.py:1256(<genexpr>)
        8    0.000    0.000    0.000    0.000 instructions.py:294(descr)
       38    0.000    0.000    0.000    0.000 ir.py:1009(__init__)
       34    0.000    0.000    0.000    0.000 ssa.py:177(_run_ssa_block_pass)
       18    0.000    0.000    0.000    0.000 builder.py:147(wrapped)
      300    0.000    0.000    0.000    0.000 agents.py:276(is_homeless)
        2    0.000    0.000    0.001    0.001 typed_passes.py:167(run_pass)
       83    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 removerefctpass.py:23(_rewrite_function)
       16    0.000    0.000    0.000    0.000 callwrapper.py:38(cleanup_arg)
       30    0.000    0.000    0.004    0.000 templates.py:466(apply)
       60    0.000    0.000    0.000    0.000 context.py:266(core)
        4    0.000    0.000    0.000    0.000 cgutils.py:451(for_range)
      132    0.000    0.000    0.000    0.000 compiler_machinery.py:39(name)
        2    0.000    0.000    0.002    0.001 ir.py:111(strformat)
        6    0.000    0.000    0.001    0.000 pythonapi.py:288(err_set_string)
       12    0.000    0.000    0.001    0.000 base.py:1157(__init__)
       22    0.000    0.000    0.000    0.000 core.py:173(add_global_variable)
      116    0.000    0.000    0.000    0.000 lowering.py:1249(getvar)
       38    0.000    0.000    0.000    0.000 ir.py:1135(redefine)
        4    0.000    0.000    0.000    0.000 base.py:850(compile_subroutine)
       38    0.000    0.000    0.000    0.000 ir.py:837(__init__)
        4    0.000    0.000    0.000    0.000 analysis.py:291(dead_branch_prune)
        2    0.000    0.000    0.000    0.000 interpreter.py:295(_remove_unused_temporaries)
       38    0.000    0.000    0.000    0.000 typeinfer.py:43(__init__)
       80    0.000    0.000    0.000    0.000 instructions.py:98(args)
        2    0.000    0.000    0.000    0.000 codegen.py:548(scan_defined_symbols)
        4    0.000    0.000    0.000    0.000 numbers.py:45(int_sub_impl)
       36    0.000    0.000    0.000    0.000 abstract.py:439(literal_type)
        2    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
        8    0.000    0.000    0.000    0.000 module.py:89(get_global_variable)
      144    0.000    0.000    0.000    0.000 templates.py:42(return_type)
       10    0.000    0.000    0.000    0.000 cgutils.py:44(make_bytearray)
        6    0.000    0.000    0.000    0.000 passes.py:33(create_pass_manager_builder)
      166    0.000    0.000    0.000    0.000 instructions.py:90(callee)
       98    0.000    0.000    0.000    0.000 functions.py:261(key)
        4    0.000    0.000    0.001    0.000 typeinfer.py:700(__call__)
       36    0.000    0.000    0.000    0.000 setdecl.py:157(generic)
       12    0.000    0.000    0.000    0.000 instructions.py:638(descr)
    94/90    0.000    0.000    0.000    0.000 byteflow.py:1345(_flatten_inst_regs)
       70    0.000    0.000    0.000    0.000 inspect.py:2809(<genexpr>)
       66    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
        2    0.000    0.000    0.000    0.000 removerefctpass.py:37(_legalize)
        4    0.000    0.000    0.001    0.000 typeinfer.py:558(__call__)
       46    0.000    0.000    0.000    0.000 ffi.py:198(__exit__)
       32    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       32    0.000    0.000    0.000    0.000 bytecode.py:120(_unpack_opargs)
        2    0.000    0.000    0.002    0.001 untyped_passes.py:192(run_pass)
      120    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      255    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 macros.py:44(match)
        6    0.000    0.000    0.004    0.001 codegen.py:211(add_llvm_module)
       20    0.000    0.000    0.000    0.000 itanium_mangler.py:86(_escape_string)
       12    0.000    0.000    0.004    0.000 base.py:1163(__call__)
       12    0.000    0.000    0.000    0.000 base.py:1174(_has_loc)
      196    0.000    0.000    0.000    0.000 {function TypeVarMap.__getitem__ at 0x0000019045534D30}
        8    0.000    0.000    0.000    0.000 packer.py:87(as_arguments)
       32    0.000    0.000    0.001    0.000 typeinfer.py:1366(constrain_statement)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:19(__exit__)
       20    0.000    0.000    0.000    0.000 cgutils.py:420(is_not_null)
       12    0.000    0.000    0.000    0.000 builder.py:942(extract_value)
        2    0.000    0.000    0.016    0.008 cpu.py:153(create_cpython_wrapper)
        2    0.000    0.000    0.000    0.000 codegen.py:250(_finalize_dyanmic_globals)
       32    0.000    0.000    0.000    0.000 _utils.py:76(<listcomp>)
        4    0.000    0.000    0.001    0.000 pythonapi.py:1315(unserialize)
       68    0.000    0.000    0.000    0.000 typeinfer.py:508(<genexpr>)
      144    0.000    0.000    0.000    0.000 bytecode.py:237(__getitem__)
       10    0.000    0.000    0.000    0.000 types.py:418(wrap_constant_value)
        2    0.000    0.000    0.000    0.000 compiler.py:282(_make_subtarget)
       10    0.000    0.000    0.000    0.000 compiler_machinery.py:237(finalize)
       34    0.000    0.000    0.000    0.000 cgutils.py:411(get_null_value)
       26    0.000    0.000    0.003    0.000 typeinfer.py:1451(resolve_value_type)
        2    0.000    0.000    0.000    0.000 typed_passes.py:753(_strip_phi_nodes)
       42    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
      126    0.000    0.000    0.000    0.000 typeinfer.py:120(getone)
       56    0.000    0.000    0.000    0.000 controlflow.py:94(add_node)
        6    0.000    0.000    0.000    0.000 functools.py:657(_c3_merge)
       20    0.000    0.000    0.000    0.000 itanium_mangler.py:116(_len_encoded)
        2    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
       18    0.000    0.000    0.000    0.000 context.py:13(__init__)
       62    0.000    0.000    0.000    0.000 values.py:611(entry_basic_block)
        9    0.000    0.000    0.001    0.000 graph_abs.py:51(create_business)
      194    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       64    0.000    0.000    0.000    0.000 values.py:290(__hash__)
       16    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
       20    0.000    0.000    0.000    0.000 instructions.py:187(__init__)
       68    0.000    0.000    0.000    0.000 lowering.py:265(debug_print)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:13(release)
        2    0.000    0.000    0.000    0.000 compiler.py:521(define_untyped_pipeline)
       30    0.000    0.000    0.000    0.000 byteflow.py:1235(get_top_block)
      6/1    0.000    0.000    0.000    0.000 functools.py:684(_c3_mro)
      174    0.000    0.000    0.000    0.000 values.py:689(align)
       54    0.000    0.000    0.000    0.000 abstract.py:124(__ne__)
        4    0.000    0.000    0.001    0.000 callconv.py:439(return_status_propagate)
        4    0.000    0.000    0.003    0.001 base.py:887(call_internal)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
       26    0.000    0.000    0.001    0.000 callconv.py:154(_get_arg_packer)
        4    0.000    0.000    0.000    0.000 callconv.py:408(check_try_status)
       24    0.000    0.000    0.008    0.000 context.py:187(resolve_function_type)
        8    0.000    0.000    0.000    0.000 packer.py:190(unflatten)
       10    0.000    0.000    0.000    0.000 pythonapi.py:234(decref)
       30    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
       16    0.000    0.000    0.000    0.000 callconv.py:510(type_may_always_need_nrt)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:10(acquire)
       14    0.000    0.000    0.001    0.000 inspect.py:3091(signature)
       30    0.000    0.000    0.000    0.000 pprint.py:99(_safe_tuple)
       16    0.000    0.000    0.001    0.000 pythonapi.py:1281(if_object_ok)
       16    0.000    0.000    0.000    0.000 cgutils.py:1100(normalize_ir_text)
       30    0.000    0.000    0.000    0.000 ir.py:562(<genexpr>)
        2    0.000    0.000    0.003    0.001 ir_print.py:11(match)
       46    0.000    0.000    0.000    0.000 compiler_lock.py:16(__enter__)
        2    0.000    0.000    0.000    0.000 codegen.py:92(__init__)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:570(run_pass)
       34    0.000    0.000    0.000    0.000 templates.py:275(get_impl_key)
       10    0.000    0.000    0.000    0.000 ir.py:390(binop)
       70    0.000    0.000    0.000    0.000 lowering.py:588(<genexpr>)
       16    0.000    0.000    0.000    0.000 itanium_mangler.py:155(mangle_type_or_value)
        4    0.000    0.000    0.000    0.000 controlflow.py:549(_find_post_dominators)
       10    0.000    0.000    0.000    0.000 base.py:464(insert_unique_const)
        4    0.000    0.000    0.000    0.000 ntpath.py:77(join)
       40    0.000    0.000    0.000    0.000 ir.py:1238(append)
        4    0.000    0.000    0.000    0.000 scalars.py:78(__init__)
        2    0.000    0.000    0.024    0.012 lowering.py:196(lower_function_body)
        2    0.000    0.000    0.117    0.058 compiler.py:380(_compile_core)
        6    0.000    0.000    0.000    0.000 module.py:138(data_layout)
       28    0.000    0.000    0.000    0.000 values.py:533(add)
       38    0.000    0.000    0.000    0.000 models.py:102(traverse_types)
       44    0.000    0.000    0.000    0.000 compiler_machinery.py:67(analysis)
       10    0.000    0.000    0.000    0.000 interpreter.py:1096(_binop)
        2    0.000    0.000    0.002    0.001 typed_passes.py:205(run_pass)
       44    0.000    0.000    0.000    0.000 analysis.py:182(<genexpr>)
       30    0.000    0.000    0.000    0.000 base.py:46(find)
        4    0.000    0.000    0.000    0.000 npyimpl.py:161(_prepare_argument)
       22    0.000    0.000    0.000    0.000 pprint.py:219(_pprint_list)
       78    0.000    0.000    0.000    0.000 ir.py:1259(terminator)
       90    0.000    0.000    0.000    0.000 context.py:15(_require_nrt)
       42    0.000    0.000    0.000    0.000 builder.py:559(icmp_signed)
      128    0.000    0.000    0.000    0.000 abstract.py:155(is_precise)
        2    0.000    0.000    0.008    0.004 callwrapper.py:101(build)
       24    0.000    0.000    0.000    0.000 controlflow.py:270(loops)
        8    0.000    0.000    0.001    0.000 base.py:1096(get_abi_sizeof)
        8    0.000    0.000    0.000    0.000 copy.py:258(_reconstruct)
       38    0.000    0.000    0.000    0.000 models.py:100(<listcomp>)
        2    0.000    0.000    0.013    0.006 codegen.py:264(_finalize_final_module)
        4    0.000    0.000    0.000    0.000 npyimpl.py:68(__init__)
       26    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
       20    0.000    0.000    0.000    0.000 re.py:203(sub)
        4    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        8    0.000    0.000    0.000    0.000 module.py:124(name)
       10    0.000    0.000    0.000    0.000 callconv.py:97(get_return_type)
       88    0.000    0.000    0.000    0.000 functions.py:296(<dictcomp>)
       34    0.000    0.000    0.000    0.000 ir.py:190(with_lineno)
        8    0.000    0.000    0.000    0.000 itanium_mangler.py:133(<listcomp>)
        8    0.000    0.000    0.000    0.000 itanium_mangler.py:125(mangle_identifier)
       44    0.000    0.000    0.000    0.000 values.py:281(__eq__)
        2    0.000    0.000    0.031    0.016 lowering.py:131(lower)
       10    0.000    0.000    0.000    0.000 values.py:45(bitcast)
        2    0.000    0.000    0.000    0.000 funcdesc.py:38(__init__)
       12    0.000    0.000    0.000    0.000 builder.py:526(not_)
        2    0.000    0.000    0.001    0.001 lowering.py:736(lower_call)
        2    0.000    0.000    0.119    0.059 dispatcher.py:337(_compile_for_args)
        2    0.000    0.000    0.000    0.000 base.py:266(refresh)
       12    0.000    0.000    0.004    0.000 base.py:1192(wrapper)
       68    0.000    0.000    0.000    0.000 typeinfer.py:511(<genexpr>)
       26    0.000    0.000    0.000    0.000 packer.py:167(__init__)
      4/2    0.000    0.000    0.003    0.001 consts.py:56(_do_infer)
      130    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 pythonapi.py:478(number_long)
       10    0.000    0.000    0.000    0.000 typeinfer.py:1702(typeof_intrinsic_call)
        2    0.000    0.000    0.002    0.001 untyped_passes.py:1499(run_pass)
      170    0.000    0.000    0.000    0.000 ffi.py:276(_dispose)
       56    0.000    0.000    0.000    0.000 controlflow.py:132(set_entry_point)
       22    0.000    0.000    0.000    0.000 transforms.py:262(yield_loops_with_multiple_backedges)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       16    0.000    0.000    0.000    0.000 lowering.py:1319(incref)
       22    0.000    0.000    0.000    0.000 removerefctpass.py:44(valid_output)
        4    0.000    0.000    0.000    0.000 base.py:350(subtarget)
        4    0.000    0.000    0.003    0.001 numbers.py:207(int_power_impl)
        4    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
      174    0.000    0.000    0.000    0.000 values.py:698(dereferenceable)
       12    0.000    0.000    0.000    0.000 instructions.py:623(__init__)
        2    0.000    0.000    0.000    0.000 pythonapi.py:263(unpack_tuple)
