         20998046 function calls (20938228 primitive calls) in 12.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      329    0.000    0.000    0.003    0.000 lowering.py:1255(loadvar)
        5    0.000    0.000    0.000    0.000 graph_abs.py:162(<listcomp>)
       12    0.000    0.000    0.000    0.000 ir_utils.py:488(remove_dels)
    51/23    0.000    0.000    0.235    0.010 typeinfer.py:558(__call__)
      537    0.000    0.000    0.000    0.000 nrtopt.py:117(<listcomp>)
      582    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     1648    0.000    0.000    0.000    0.000 ir.py:1259(terminator)
      226    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
      452    0.000    0.000    0.002    0.000 values.py:182(__hash__)
      319    0.000    0.000    0.002    0.000 base.py:492(get_value_type)
      423    0.000    0.000    0.004    0.000 core.py:161(get_or_insert_function)
      295    0.000    0.000    0.001    0.000 warnings.py:165(simplefilter)
       10    0.000    0.000    0.000    0.000 __init__.py:47(create_string_buffer)
      466    0.000    0.000    0.002    0.000 pprint.py:403(_repr)
       95    0.000    0.000    0.060    0.001 module.py:212(<listcomp>)
      103    0.000    0.000    0.001    0.000 context.py:8(get_global_context)
      104    0.000    0.000    0.010    0.000 npydecl.py:171(generic)
      151    0.000    0.000    0.007    0.000 base.py:981(_make_helper)
       95    0.000    0.000    0.061    0.001 module.py:233(__repr__)
      212    0.000    0.000    0.001    0.000 interpreter.py:180(_iter_inst)
      668    0.000    0.000    0.000    0.000 {method 'isatty' of '_io._IOBase' objects}
       48    0.000    0.000    0.003    0.000 cgutils.py:451(for_range)
      186    0.000    0.000    0.001    0.000 typeinfer.py:1165(check_var)
       99    0.000    0.000    0.000    0.000 typeof.py:58(_typeof_buffer)
       84    0.000    0.000    0.000    0.000 api.py:952(_builtin_function_type)
      892    0.000    0.000    0.000    0.000 os.py:734(check_str)
     1800    0.000    0.000    0.000    0.000 agents.py:273(is_unemployed)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1890(raise_on_unsupported_feature)
      744    0.000    0.000    0.000    0.000 types.py:205(__new__)
      233    0.000    0.000    0.001    0.000 context.py:441(_lookup_global)
      4/2    0.000    0.000    0.676    0.338 compiler_machinery.py:318(run)
       95    0.000    0.000    0.060    0.001 module.py:207(_get_body_lines)
     2016    0.000    0.000    0.000    0.000 postproc.py:186(<genexpr>)
      192    0.000    0.000    0.000    0.000 agents.py:36(hire)
      328    0.000    0.000    0.001    0.000 instructions.py:480(descr)
      144    0.000    0.000    0.001    0.000 builder.py:18(wrapped)
       99    0.000    0.000    0.002    0.000 typeof.py:37(typeof_impl)
      100    0.000    0.000    0.007    0.000 graph_abs.py:72(create_house)
      176    0.000    0.000    0.001    0.000 instructions.py:381(descr)
  466/348    0.000    0.000    0.176    0.001 templates.py:592(generic)
      816    0.000    0.000    0.000    0.000 analysis.py:138(<genexpr>)
       88    0.000    0.000    0.009    0.000 analysis.py:71(fix_point)
    62/58    0.000    0.000    0.005    0.000 base.py:539(get_function)
     1054    0.000    0.000    0.000    0.000 controlflow.py:94(add_node)
      193    0.000    0.000    0.009    0.000 cgutils.py:149(__getattr__)
      334    0.000    0.000    0.000    0.000 errors.py:211(__init__)
      218    0.000    0.000    0.001    0.000 value.py:143(name)
       81    0.000    0.000    0.001    0.000 module.py:89(get_global_variable)
      326    0.000    0.000    0.009    0.000 cgutils.py:142(_get_ptr_by_index)
  400/354    0.000    0.000    0.005    0.000 ir_utils.py:1443(guard)
      818    0.000    0.000    0.000    0.000 enum.py:348(__getitem__)
  264/132    0.000    0.000    0.674    0.005 compiler_machinery.py:263(check)
       72    0.000    0.000    0.030    0.000 typeinfer.py:684(__call__)
      426    0.000    0.000    0.007    0.000 instructions.py:138(descr)
      350    0.000    0.000    0.001    0.000 ssa.py:279(on_assign)
        4    0.000    0.000    0.007    0.002 inline_closurecall.py:69(run)
      169    0.000    0.000    0.009    0.000 typeinfer.py:1431(typeof_assign)
       14    0.000    0.000    0.001    0.000 templates.py:185(fold_arguments)
       44    0.000    0.000    0.003    0.000 base.py:60(_select_compatible)
     1652    0.000    0.000    0.000    0.000 templates.py:46(args)
      100    0.000    0.000    0.000    0.000 numpy_support.py:269(supported_ufunc_loop)
      114    0.000    0.000    0.000    0.000 module.py:21(_fix_metadata_operands)
      179    0.000    0.000    0.001    0.000 agents.py:55(demand)
      872    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
        8    0.000    0.000    0.003    0.000 pprint.py:345(_format_dict_items)
      279    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      404    0.000    0.000    0.001    0.000 builder.py:277(_branch_helper)
      395    0.000    0.000    0.013    0.000 context.py:220(decref)
      133    0.000    0.000    0.005    0.000 context.py:261(resolve_getattr)
      155    0.000    0.000    0.001    0.000 cgutils.py:56(create_struct_proxy)
      352    0.000    0.000    0.000    0.000 utils.py:325(__setitem__)
       68    0.000    0.000    0.002    0.000 builder.py:307(if_else)
       99    0.000    0.000    0.001    0.000 api.py:194(typeof)
      222    0.000    0.000    0.004    0.000 fromnumeric.py:52(_wrapfunc)
        4    0.000    0.000    0.490    0.122 typed_passes.py:347(run_pass)
      169    0.000    0.000    0.000    0.000 pprint.py:99(_safe_tuple)
     2193    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      239    0.000    0.000    0.000    0.000 ir.py:1097(define)
       64    0.000    0.000    0.000    0.000 inspect.py:2760(__init__)
      193    0.000    0.000    0.002    0.000 containers.py:466(__unliteral__)
      355    0.000    0.000    0.001    0.000 ir.py:562(<genexpr>)
    100/2    0.000    0.000    0.679    0.339 compiler_lock.py:29(_acquire_compile_lock)
  574/529    0.000    0.000    0.000    0.000 byteflow.py:1345(_flatten_inst_regs)
      100    0.000    0.000    0.001    0.000 agents.py:176(__init__)
      672    0.000    0.000    0.000    0.000 byteflow.py:1146(get_inst)
      186    0.000    0.000    0.000    0.000 typeinfer.py:901(__setitem__)
      640    0.000    0.000    0.001    0.000 templates.py:1178(new_registrations)
       44    0.000    0.000    0.009    0.000 analysis.py:60(compute_live_map)
       76    0.000    0.000    0.001    0.000 typeinfer.py:1605(typeof_expr)
      586    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      157    0.000    0.000    0.000    0.000 ffi.py:183(__init__)
      245    0.000    0.000    0.001    0.000 interpreter.py:412(get)
       86    0.000    0.000    0.000    0.000 misc.py:85(__init__)
      930    0.000    0.000    0.000    0.000 ir.py:251(__hash__)
        4    0.000    0.000    0.016    0.004 interpreter.py:103(interpret)
      206    0.000    0.000    0.000    0.000 byteflow.py:1153(make_temp)
      444    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ndim)
     1818    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
      104    0.000    0.000    0.001    0.000 pprint.py:362(_format_items)
      4/2    0.000    0.000    0.678    0.339 dispatcher.py:99(_compile_core)
       90    0.000    0.000    0.001    0.000 typeinfer.py:187(__call__)
       44    0.000    0.000    0.009    0.000 postproc.py:45(livemap)
        6    0.000    0.000    0.017    0.003 boxing.py:741(reflect_list)
      272    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
     1883    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      225    0.000    0.000    0.000    0.000 core.py:85(function)
       95    0.000    0.000    0.000    0.000 module.py:7(__init__)
      266    0.000    0.000    0.001    0.000 core.py:126(null)
       16    0.000    0.000    0.000    0.000 inspect.py:2889(_bind)
      268    0.000    0.000    0.001    0.000 context.py:285(find_matching_getattr_template)
       34    0.000    0.000    0.001    0.000 lowering.py:277(pre_block)
       72    0.000    0.000    0.009    0.000 lowering.py:1332(_lit_or_omitted)
      664    0.000    0.000    0.001    0.000 ir_utils.py:2075(<listcomp>)
      736    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      370    0.000    0.000    0.000    0.000 builder.py:160(_label_suffix)
      305    0.000    0.000    0.000    0.000 numpy_support.py:85(from_dtype)
      262    0.000    0.000    0.029    0.000 errors.py:290(errmsg)
      201    0.000    0.000    0.000    0.000 agents.py:217(supply)
     1020    0.000    0.000    0.000    0.000 util.py:58(lunch_time)
      606    0.000    0.000    0.000    0.000 ir.py:1256(<genexpr>)
       13    0.000    0.000    0.053    0.004 values.py:654(descr_body)
  257/239    0.000    0.000    0.004    0.000 base.py:703(cast)
      243    0.000    0.000    0.000    0.000 ir.py:1009(__init__)
       81    0.000    0.000    0.003    0.000 cgutils.py:173(__setitem__)
      222    0.000    0.000    0.004    0.000 fromnumeric.py:2033(clip)
      326    0.000    0.000    0.000    0.000 types.py:513(gep)
       34    0.000    0.000    0.000    0.000 array_exprs.py:33(match)
      334    0.000    0.000    0.000    0.000 errors.py:202(__enter__)
      126    0.000    0.000    0.000    0.000 functions.py:64(__init__)
      358    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      110    0.000    0.000    0.000    0.000 utils.py:98(erase_traceback)
      825    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
      488    0.000    0.000    0.000    0.000 instructions.py:639(<listcomp>)
      411    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
      892    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       22    0.000    0.000    0.015    0.001 lowering.py:736(lower_call)
       37    0.000    0.000    0.000    0.000 interpreter.py:295(_remove_unused_temporaries)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
      300    0.000    0.000    0.000    0.000 ir.py:236(fixup)
      308    0.000    0.000    0.000    0.000 models.py:670(get_type)
     1020    0.000    0.000    0.000    0.000 util.py:42(day_of_month)
      264    0.000    0.000    0.000    0.000 ir.py:837(__init__)
      110    0.000    0.000    0.000    0.000 traceback.py:216(clear_frames)
      505    0.000    0.000    0.000    0.000 templates.py:263(__init__)
      444    0.000    0.000    0.000    0.000 _methods.py:82(_clip_dep_is_byte_swapped)
      640    0.000    0.000    0.000    0.000 utils.py:386(sublist_iterator)
       34    0.000    0.000    0.000    0.000 ntpath.py:77(join)
      295    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
      397    0.000    0.000    0.002    0.000 values.py:637(<genexpr>)
      100    0.000    0.000    0.000    0.000 agents.py:227(accounting)
      406    0.000    0.000    0.000    0.000 misc.py:89(key)
      150    0.000    0.000    0.002    0.000 base.py:482(get_data_type)
      131    0.000    0.000    0.000    0.000 values.py:577(__repr__)
      227    0.000    0.000    0.000    0.000 builder.py:198(module)
        8    0.000    0.000    0.001    0.000 analysis.py:291(dead_branch_prune)
   123/69    0.000    0.000    0.247    0.004 typeinfer.py:1498(resolve_call)
      123    0.000    0.000    0.000    0.000 typeinfer.py:652(_add_refine_map)
        4    0.000    0.000    0.001    0.000 typed_passes.py:485(run_pass)
       99    0.000    0.000    0.001    0.000 cffi_utils.py:39(is_cffi_func)
      668    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
      215    0.000    0.000    0.000    0.000 bytecode.py:250(<genexpr>)
      466    0.000    0.000    0.002    0.000 pprint.py:412(format)
       81    0.000    0.000    0.000    0.000 models.py:701(<listcomp>)
       81    0.000    0.000    0.010    0.000 base.py:1096(get_abi_sizeof)
      116    0.000    0.000    0.000    0.000 controlflow.py:87(__init__)
      131    0.000    0.000    0.002    0.000 values.py:600(<listcomp>)
      215    0.000    0.000    0.001    0.000 bytecode.py:174(next)
      264    0.000    0.000    0.000    0.000 compiler_machinery.py:25(__exit__)
      426    0.000    0.000    0.000    0.000 analysis.py:182(<genexpr>)
        4    0.000    0.000    0.001    0.000 typed_passes.py:753(_strip_phi_nodes)
     1258    0.000    0.000    0.000    0.000 ir.py:1021(__str__)
      204    0.000    0.000    0.010    0.000 typeinfer.py:1366(constrain_statement)
      334    0.000    0.000    0.000    0.000 errors.py:206(__exit__)
      183    0.000    0.000    0.000    0.000 byteflow.py:238(_is_implicit_new_block)
       81    0.000    0.000    0.010    0.000 types.py:48(get_abi_size)
      950    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      257    0.000    0.000    0.000    0.000 enum.py:283(__call__)
      272    0.000    0.000    0.000    0.000 types.py:170(__init__)
     1273    0.000    0.000    0.000    0.000 containers.py:91(key)
       32    0.000    0.000    0.000    0.000 instructions.py:294(descr)
      222    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(clip)
       39    0.000    0.000    0.001    0.000 typeinfer.py:208(__call__)
       34    0.000    0.000    0.002    0.000 macros.py:44(match)
       55    0.000    0.000    0.000    0.000 values.py:36(<listcomp>)
      113    0.000    0.000    0.000    0.000 module.py:52(__init__)
     1097    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
       50    0.000    0.000    0.000    0.000 copy.py:66(copy)
      212    0.000    0.000    0.000    0.000 templates.py:34(__init__)
      120    0.000    0.000    0.001    0.000 context.py:414(install_registry)
       21    0.000    0.000    0.014    0.001 lowering.py:979(_lower_call_normal)
      211    0.000    0.000    0.000    0.000 bytecode.py:120(_unpack_opargs)
      666    0.000    0.000    0.001    0.000 _asarray.py:14(asarray)
      204    0.000    0.000    0.000    0.000 numpy_support.py:386(<listcomp>)
       66    0.000    0.000    0.007    0.000 templates.py:266(_select)
      687    0.000    0.000    0.000    0.000 lowering.py:1249(getvar)
      226    0.000    0.000    0.001    0.000 values.py:127(_to_string)
  195/170    0.000    0.000    0.000    0.000 ir.py:234(__eq__)
       66    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      917    0.000    0.000    0.000    0.000 bytecode.py:237(__getitem__)
      175    0.000    0.000    0.004    0.000 base.py:46(find)
      379    0.000    0.000    0.000    0.000 types.py:137(gep)
       81    0.000    0.000    0.001    0.000 models.py:694(traverse)
      841    0.000    0.000    0.000    0.000 abstract.py:115(__repr__)
       56    0.000    0.000    0.001    0.000 base.py:361(install_registry)
        3    0.000    0.000    0.051    0.017 callwrapper.py:126(build_wrapper)
      176    0.000    0.000    0.001    0.000 instructions.py:378(__init__)
      426    0.000    0.000    0.000    0.000 instructions.py:98(args)
       22    0.000    0.000    0.000    0.000 typed_passes.py:588(_do_work_call)
       81    0.000    0.000    0.000    0.000 value.py:198(type)
      374    0.000    0.000    0.000    0.000 byteflow.py:1078(__hash__)
       14    0.000    0.000    0.000    0.000 context.py:133(__init__)
       75    0.000    0.000    0.000    0.000 interpreter.py:54(assign)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:285(run_pass)
      214    0.000    0.000    0.000    0.000 instructions.py:26(module)
       54    0.000    0.000    0.002    0.000 base.py:1186(__call__)
      858    0.000    0.000    0.000    0.000 instructions.py:90(callee)
      237    0.000    0.000    0.000    0.000 ir.py:1193(__init__)
      396    0.000    0.000    0.001    0.000 values.py:646(<genexpr>)
       33    0.000    0.000    0.000    0.000 transforms.py:249(has_multiple_backedges)
      352    0.000    0.000    0.000    0.000 compiler_machinery.py:402(is_registered)
      131    0.000    0.000    0.000    0.000 passmanagers.py:115(finalize)
        4    0.000    0.000    0.011    0.003 listobj.py:226(allocate_ex)
      157    0.000    0.000    0.000    0.000 ffi.py:201(__del__)
     1118    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      461    0.000    0.000    0.000    0.000 lowering.py:265(debug_print)
      233    0.000    0.000    0.003    0.000 pythonapi.py:1266(_get_function)
      131    0.000    0.000    0.009    0.000 passmanagers.py:122(run)
        8    0.000    0.000    0.001    0.000 controlflow.py:435(_find_immediate_dominators)
       10    0.000    0.000    0.115    0.011 codegen.py:199(add_ir_module)
      141    0.000    0.000    0.000    0.000 module.py:233(_next)
      266    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       13    0.000    0.000    0.005    0.000 callconv.py:542(call_function)
      131    0.000    0.000    0.000    0.000 passmanagers.py:108(initialize)
       27    0.000    0.000    0.001    0.000 callconv.py:408(check_try_status)
        4    0.000    0.000    0.000    0.000 codegen.py:861(set_env)
        4    0.000    0.000    0.491    0.123 typed_passes.py:430(run_pass)
     1103    0.000    0.000    0.000    0.000 {function TypeVarMap.__getitem__ at 0x000002A7A3834D30}
        4    0.000    0.000    0.000    0.000 analysis.py:509(rewrite_semantic_constants)
       36    0.000    0.000    0.000    0.000 base.py:87(_sort_signatures)
      531    0.000    0.000    0.000    0.000 functions.py:261(key)
        8    0.000    0.000    0.001    0.000 ssa.py:86(_iterated_domfronts)
      659    0.000    0.000    0.000    0.000 context.py:15(_require_nrt)
      275    0.000    0.000    0.000    0.000 ir.py:1238(append)
        8    0.000    0.000    0.001    0.000 codegen.py:608(<setcomp>)
      286    0.000    0.000    0.000    0.000 ssa.py:321(_fix_var)
      163    0.000    0.000    0.000    0.000 values.py:533(add)
      668    0.000    0.000    0.000    0.000 ansitowin32.py:106(should_wrap)
  375/272    0.000    0.000    0.000    0.000 packer.py:144(rec)
       57    0.000    0.000    0.000    0.000 instructions.py:668(descr)
      132    0.000    0.000    0.000    0.000 analysis.py:200(fix_point_progress)
        3    0.000    0.000    0.017    0.006 boxing.py:632(_python_list_to_native)
      530    0.000    0.000    0.000    0.000 context.py:21(__init__)
      334    0.000    0.000    0.000    0.000 initialise.py:67(reinit)
      334    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
      222    0.000    0.000    0.003    0.000 {method 'clip' of 'numpy.ndarray' objects}
      260    0.000    0.000    0.001    0.000 context.py:266(core)
       34    0.000    0.000    0.007    0.000 ir_print.py:11(match)
      185    0.000    0.000    0.000    0.000 byteflow.py:1235(get_top_block)
    66/45    0.000    0.000    0.000    0.000 packer.py:175(rec)
       26    0.000    0.000    0.007    0.000 typeinfer.py:1538(typeof_global)
      245    0.000    0.000    0.000    0.000 ir.py:190(with_lineno)
       22    0.000    0.000    0.000    0.000 ffi.py:208(__str__)
      131    0.000    0.000    0.000    0.000 values.py:554(__init__)
      321    0.000    0.000    0.000    0.000 typeinfer.py:508(<genexpr>)
       44    0.000    0.000    0.015    0.000 postproc.py:51(deadmaps)
       16    0.000    0.000    0.003    0.000 models.py:191(from_data)
      258    0.000    0.000    0.001    0.000 ir_utils.py:1454(get_definition)
      500    0.000    0.000    0.000    0.000 graph_abs.py:141(<lambda>)
       14    0.000    0.000    0.037    0.003 nrtopt.py:159(remove_redundant_nrt_refct)
       49    0.000    0.000    0.000    0.000 byteflow.py:1038(__init__)
       11    0.000    0.000    0.004    0.000 boxing.py:44(unbox_integer)
       10    0.000    0.000    0.001    0.000 pythonapi.py:1328(serialize_uncached)
       86    0.000    0.000    0.001    0.000 module.py:76(_dispose)
      334    0.000    0.000    0.000    0.000 initialise.py:51(deinit)
      104    0.000    0.000    0.000    0.000 numpy_support.py:324(_ufunc_loop_sig)
    86/85    0.000    0.000    0.002    0.000 base.py:513(get_constant_generic)
       57    0.000    0.000    0.000    0.000 instructions.py:650(__init__)
       98    0.000    0.000    0.001    0.000 ir.py:196(short)
      151    0.000    0.000    0.001    0.000 base.py:973(get_helper_class)
      103    0.000    0.000    0.000    0.000 context.py:13(__init__)
      766    0.000    0.000    0.000    0.000 models.py:88(traverse)
       81    0.000    0.000    0.000    0.000 targets.py:150(get_pointee_abi_size)
       54    0.000    0.000    0.002    0.000 base.py:1157(__init__)
   123/69    0.000    0.000    0.247    0.004 context.py:187(resolve_function_type)
      530    0.000    0.000    0.000    0.000 context.py:26(astuple)
      520    0.000    0.000    0.000    0.000 values.py:785(is_terminated)
       64    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
       44    0.000    0.000    0.005    0.000 transforms.py:309(canonicalize_cfg)
        4    0.000    0.000    0.001    0.000 typeinfer.py:1103(unify)
      123    0.000    0.000    0.000    0.000 typeinfer.py:503(<listcomp>)
       93    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      315    0.000    0.000    0.000    0.000 values.py:611(entry_basic_block)
        4    0.000    0.000    0.001    0.000 codegen.py:256(_verify_declare_only_symbols)
      256    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      264    0.000    0.000    0.000    0.000 compiler_machinery.py:21(__enter__)
    54/52    0.000    0.000    0.029    0.001 base.py:1163(__call__)
        4    0.000    0.000    0.001    0.000 bytecode.py:196(__init__)
      131    0.000    0.000    0.000    0.000 values.py:762(__str__)
      217    0.000    0.000    0.000    0.000 ir.py:574(<genexpr>)
       13    0.000    0.000    0.001    0.000 callconv.py:449(_get_return_status)
       19    0.000    0.000    0.003    0.000 typeinfer.py:700(__call__)
     1012    0.000    0.000    0.000    0.000 multiarray.py:468(can_cast)
       64    0.000    0.000    0.002    0.000 controlflow.py:205(_back_edges)
       13    0.000    0.000    0.034    0.003 callwrapper.py:20(add_arg)
     1024    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       44    0.000    0.000    0.000    0.000 cgutils.py:44(make_bytearray)
  378/377    0.000    0.000    0.000    0.000 models.py:518(get_value_type)
      317    0.000    0.000    0.000    0.000 inspect.py:2809(<genexpr>)
      111    0.000    0.000    0.000    0.000 types.py:439(elements)
      604    0.000    0.000    0.000    0.000 controlflow.py:595(<listcomp>)
       44    0.000    0.000    0.004    0.000 transforms.py:239(canonicalize_cfg_single_backedge)
     1144    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       37    0.000    0.000    0.000    0.000 byteflow.py:1286(get_outgoing_states)
      259    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:179(_validate_pass)
        4    0.000    0.000    0.017    0.004 nrtopt.py:25(_remove_redundant_nrt_refct)
        4    0.000    0.000    0.000    0.000 byteflow.py:193(propagate_phi_map)
      186    0.000    0.000    0.000    0.000 typeinfer.py:43(__init__)
       37    0.000    0.000    0.000    0.000 interpreter.py:194(_start_new_block)
      144    0.000    0.000    0.000    0.000 instructions.py:34(<listcomp>)
      185    0.000    0.000    0.000    0.000 ir.py:691(__str__)
       57    0.000    0.000    0.001    0.000 builder.py:952(insert_value)
      220    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
      603    0.000    0.000    0.000    0.000 typeinfer.py:120(getone)
      111    0.000    0.000    0.003    0.000 abs.py:54(_xclip)
      107    0.000    0.000    0.001    0.000 values.py:267(__init__)
       90    0.000    0.000    0.001    0.000 typeinfer.py:1091(copy_type)
      264    0.000    0.000    0.000    0.000 compiler_machinery.py:405(get)
       22    0.000    0.000    0.000    0.000 untyped_passes.py:333(_do_work)
      436    0.000    0.000    0.000    0.000 containers.py:243(key)
      148    0.000    0.000    0.000    0.000 ir.py:1126(get_or_define)
      111    0.000    0.000    0.002    0.000 abs.py:57(_yclip)
      113    0.000    0.000    0.003    0.000 lowering.py:1319(incref)
       57    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      514    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
      915    0.000    0.000    0.000    0.000 models.py:121(has_nrt_meminfo)
      110    0.000    0.000    0.001    0.000 numpy_support.py:366(<listcomp>)
       95    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
      544    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
    127/8    0.000    0.000    0.000    0.000 controlflow.py:424(_dfs_rec)
  191/182    0.000    0.000    0.001    0.000 context.py:641(unify_pairs)
      241    0.000    0.000    0.000    0.000 abstract.py:124(__ne__)
        4    0.000    0.000    0.121    0.030 lowering.py:196(lower_function_body)
       34    0.000    0.000    0.000    0.000 agents.py:196(remove_mate)
       66    0.000    0.000    0.000    0.000 pythonapi.py:36(lookup)
       54    0.000    0.000    0.002    0.000 base.py:1174(_has_loc)
      211    0.000    0.000    0.000    0.000 bytecode.py:96(__repr__)
    24/21    0.000    0.000    0.004    0.000 pythonapi.py:1391(from_native_value)
      176    0.000    0.000    0.000    0.000 core.py:65(int)
      724    0.000    0.000    0.000    0.000 pprint.py:92(__lt__)
        6    0.000    0.000    0.004    0.001 callconv.py:115(raise_error)
       12    0.000    0.000    0.001    0.000 context.py:686(load_additional_registries)
       45    0.000    0.000    0.000    0.000 byteflow.py:1258(fork)
      229    0.000    0.000    0.000    0.000 npytypes.py:432(key)
      885    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
     12/2    0.000    0.000    0.679    0.339 dispatcher.py:795(compile)
    54/52    0.000    0.000    0.029    0.001 base.py:1192(wrapper)
      539    0.000    0.000    0.000    0.000 models.py:218(get_value_type)
        4    0.000    0.000    0.001    0.000 config.py:80(update)
       10    0.000    0.000    0.001    0.000 agents.py:115(accounting)
       28    0.000    0.000    0.000    0.000 agents.py:44(fire)
       50    0.000    0.000    0.000    0.000 types.py:446(_to_string)
      494    0.000    0.000    0.000    0.000 templates.py:42(return_type)
      697    0.000    0.000    0.000    0.000 ir.py:809(get_targets)
       98    0.000    0.000    0.001    0.000 ir.py:1018(__repr__)
       22    0.000    0.000    0.000    0.000 typeinfer.py:1696(typeof_call)
        3    0.000    0.000    0.005    0.002 linecache.py:82(updatecache)
       86    0.000    0.000    0.000    0.000 ir.py:372(__init__)
       55    0.000    0.000    0.000    0.000 instructions.py:198(descr)
       10    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
      136    0.000    0.000    0.000    0.000 abstract.py:439(literal_type)
      288    0.000    0.000    0.000    0.000 npydecl.py:189(<genexpr>)
      245    0.000    0.000    0.000    0.000 interpreter.py:73(get_assignment_source)
      249    0.000    0.000    0.000    0.000 ir.py:31(__init__)
       54    0.000    0.000    0.001    0.000 base.py:464(insert_unique_const)
       68    0.000    0.000    0.001    0.000 core.py:173(add_global_variable)
        3    0.000    0.000    0.012    0.004 cpu.py:164(create_cfunc_wrapper)
      244    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
      147    0.000    0.000    0.004    0.000 context.py:214(incref)
      131    0.000    0.000    0.057    0.000 values.py:661(descr)
       17    0.000    0.000    0.001    0.000 callconv.py:473(get_function_type)
    22/13    0.000    0.000    0.174    0.013 templates.py:682(_build_impl)
      113    0.000    0.000    0.000    0.000 _utils.py:76(<listcomp>)
      350    0.000    0.000    0.000    0.000 ssa.py:249(on_assign)
      109    0.000    0.000    0.015    0.000 listobj.py:162(_payload)
       68    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       99    0.000    0.000    0.000    0.000 ir.py:1135(redefine)
      411    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      391    0.000    0.000    0.000    0.000 inline_closurecall.py:1453(<listcomp>)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:570(run_pass)
       57    0.000    0.000    0.000    0.000 re.py:289(_compile)
      131    0.000    0.000    0.057    0.000 values.py:668(__str__)
       50    0.000    0.000    0.000    0.000 copy.py:258(_reconstruct)
      108    0.000    0.000    0.000    0.000 npydecl.py:50(<listcomp>)
      104    0.000    0.000    0.001    0.000 pprint.py:219(_pprint_list)
      300    0.000    0.000    0.000    0.000 ir.py:1024(is_temp)
       11    0.000    0.000    0.000    0.000 agents.py:18(__init__)
       55    0.000    0.000    0.000    0.000 values.py:21(_escape_string)
       20    0.000    0.000    0.003    0.000 callconv.py:352(set_static_user_exc)
       14    0.000    0.000    0.001    0.000 builder.py:34(wrapped)
      492    0.000    0.000    0.000    0.000 functions.py:296(<dictcomp>)
      238    0.000    0.000    0.000    0.000 models.py:524(get_data_type)
        4    0.000    0.000    0.001    0.000 codegen.py:548(scan_defined_symbols)
       99    0.000    0.000    0.000    0.000 cffi_utils.py:29(is_ffi_instance)
      201    0.000    0.000    0.000    0.000 agents.py:286(supply)
        8    0.000    0.000    0.000    0.000 analysis.py:304(find_branches)
      112    0.000    0.000    0.003    0.000 base.py:992(make_data_helper)
    36/26    0.000    0.000    0.018    0.001 consts.py:56(_do_infer)
      535    0.000    0.000    0.000    0.000 analysis.py:141(<genexpr>)
      240    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
