         20998046 function calls (20938228 primitive calls) in 12.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      445    0.000    0.000    0.000    0.000 controlflow.py:539(<listcomp>)
      110    0.000    0.000    0.000    0.000 context.py:394(_get_global_type)
      157    0.000    0.000    0.001    0.000 ffi.py:198(__exit__)
      321    0.000    0.000    0.000    0.000 typeinfer.py:511(<genexpr>)
        4    0.000    0.000    0.002    0.001 compiler.py:308(__init__)
       14    0.000    0.000    0.000    0.000 codegen.py:669(_create_empty_module)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:1433(run_pass)
       36    0.000    0.000    0.001    0.000 pythonapi.py:234(decref)
    70/60    0.000    0.000    0.019    0.000 consts.py:24(infer_constant)
      220    0.000    0.000    0.000    0.000 {method 'clear' of 'frame' objects}
      165    0.000    0.000    0.000    0.000 ssa.py:235(on_assign)
       52    0.000    0.000    0.001    0.000 builder.py:837(ret)
      183    0.000    0.000    0.000    0.000 byteflow.py:1243(has_active_try)
       37    0.000    0.000    0.000    0.000 byteflow.py:1335(adapt_state_infos)
      176    0.000    0.000    0.000    0.000 compiler_machinery.py:130(__init__)
      211    0.000    0.000    0.000    0.000 bytecode.py:72(__init__)
       24    0.000    0.000    0.001    0.000 base.py:444(insert_const_string)
       24    0.000    0.000    0.000    0.000 module.py:182(functions)
      215    0.000    0.000    0.000    0.000 bytecode.py:148(_patched_opargs)
       11    0.000    0.000    0.001    0.000 callconv.py:485(decorate_function)
        5    0.000    0.000    0.000    0.000 graph_abs.py:141(<listcomp>)
       10    0.000    0.000    0.000    0.000 serialize.py:162(dumps)
       14    0.000    0.000    0.000    0.000 targets.py:9(get_process_triple)
      180    0.000    0.000    0.000    0.000 values.py:281(__eq__)
      528    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
      258    0.000    0.000    0.000    0.000 ir.py:384(__setattr__)
        4    0.000    0.000    0.010    0.002 typeinfer.py:1021(build_constraint)
      214    0.000    0.000    0.000    0.000 values.py:290(__hash__)
    16/13    0.000    0.000    0.023    0.002 pythonapi.py:1373(to_native_value)
      120    0.000    0.000    0.000    0.000 templates.py:275(get_impl_key)
      190    0.000    0.000    0.000    0.000 ir.py:1105(get)
      4/2    0.000    0.000    0.262    0.131 typed_passes.py:50(type_inference_stage)
      470    0.000    0.000    0.000    0.000 interpreter.py:346(current_scope)
      494    0.000    0.000    0.000    0.000 values.py:607(module)
       44    0.000    0.000    0.001    0.000 values.py:45(bitcast)
      104    0.000    0.000    0.000    0.000 npydecl.py:160(ufunc)
       18    0.000    0.000    0.002    0.000 linker.py:5(link_modules)
      411    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       53    0.000    0.000    0.000    0.000 models.py:482(traverse)
      204    0.000    0.000    0.000    0.000 numpy_support.py:389(<listcomp>)
      206    0.000    0.000    0.000    0.000 models.py:47(get_argument_type)
        4    0.000    0.000    0.000    0.000 dis.py:430(findlabels)
       85    0.000    0.000    0.009    0.000 typeinfer.py:1451(resolve_value_type)
      161    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      162    0.000    0.000    0.000    0.000 cgutils.py:841(is_pointer)
       55    0.000    0.000    0.000    0.000 byteflow.py:298(op_LOAD_FAST)
      429    0.000    0.000    0.000    0.000 typeinfer.py:113(defined)
      157    0.000    0.000    0.000    0.000 ir.py:1234(prepend)
        6    0.000    0.000    0.011    0.002 lowering.py:632(lower_getitem)
       18    0.000    0.000    0.000    0.000 module.py:79(get_function)
        4    0.000    0.000    0.192    0.048 cpu.py:195(get_executable)
       53    0.000    0.000    0.000    0.000 models.py:485(<listcomp>)
      157    0.000    0.000    0.000    0.000 values.py:739(add_attribute)
        4    0.000    0.000    0.000    0.000 codegen.py:250(_finalize_dyanmic_globals)
       20    0.000    0.000    0.000    0.000 values.py:347(descr)
       95    0.000    0.000    0.000    0.000 utils.py:270(__getattr__)
      102    0.000    0.000    0.000    0.000 ufunc_db.py:32(get_ufunc_info)
        8    0.000    0.000    0.001    0.000 base.py:266(refresh)
      116    0.000    0.000    0.002    0.000 controlflow.py:139(process)
    43/37    0.000    0.000    0.000    0.000 packer.py:123(_assign_names)
      135    0.000    0.000    0.001    0.000 builder.py:559(icmp_signed)
       46    0.000    0.000    0.000    0.000 ir.py:954(__str__)
      426    0.000    0.000    0.000    0.000 instructions.py:131(<listcomp>)
        8    0.000    0.000    0.001    0.000 untyped_passes.py:162(run_pass)
        4    0.000    0.000    0.000    0.000 interpreter.py:152(_legalize_exception_vars)
        4    0.000    0.000    0.000    0.000 byteflow.py:215(apply_changes)
      108    0.000    0.000    0.000    0.000 npydecl.py:52(<listcomp>)
      183    0.000    0.000    0.000    0.000 byteflow.py:1149(advance_pc)
        4    0.000    0.000    0.000    0.000 analysis.py:575(find_literally_calls)
      678    0.000    0.000    0.000    0.000 ffi.py:276(_dispose)
      108    0.000    0.000    0.000    0.000 npydecl.py:74(<listcomp>)
       21    0.000    0.000    0.005    0.000 listobj.py:150(__init__)
       30    0.000    0.000    0.000    0.000 ir.py:143(count_spaces)
        4    0.000    0.000    0.000    0.000 byteflow.py:149(_build_cfg)
      596    0.000    0.000    0.000    0.000 abstract.py:155(is_precise)
      388    0.000    0.000    0.000    0.000 ir.py:829(get_targets)
      212    0.000    0.000    0.000    0.000 numpy_support.py:376(<genexpr>)
        4    0.000    0.000    0.000    0.000 lowering.py:23(__init__)
      4/2    0.000    0.000    0.262    0.131 typed_passes.py:85(run_pass)
       64    0.000    0.000    0.002    0.000 inspect.py:3091(signature)
      190    0.000    0.000    0.000    0.000 ir.py:1113(get_exact)
       54    0.000    0.000    0.000    0.000 lowering.py:587(try_static_impl)
       48    0.000    0.000    0.001    0.000 cgutils.py:910(global_constant)
       37    0.000    0.000    0.000    0.000 interpreter.py:309(_insert_outgoing_phis)
        8    0.000    0.000    0.001    0.000 cpu.py:64(load_additional_registries)
       14    0.000    0.000    0.000    0.000 scalars.py:78(__init__)
        8    0.000    0.000    0.000    0.000 inline_closurecall.py:281(__init__)
       57    0.000    0.000    0.000    0.000 itanium_mangler.py:86(_escape_string)
      211    0.000    0.000    0.000    0.000 dis.py:419(_unpack_opargs)
       55    0.000    0.000    0.001    0.000 interpreter.py:693(op_LOAD_FAST)
       11    0.000    0.000    0.003    0.000 base.py:428(declare_function)
       32    0.000    0.000    0.007    0.000 listobj.py:63(getitem)
      239    0.000    0.000    0.000    0.000 ir.py:259(define)
       20    0.000    0.000    0.004    0.000 callconv.py:384(return_user_exc)
      100    0.000    0.000    0.001    0.000 numpy_support.py:319(numpy_outputs)
       26    0.000    0.000    0.000    0.000 transforms.py:15(visit_BasicBlock)
        4    0.000    0.000    0.007    0.002 typed_passes.py:167(run_pass)
      159    0.000    0.000    0.003    0.000 cgutils.py:124(_make_refs)
        3    0.000    0.000    0.020    0.007 boxing.py:702(unbox_list)
      101    0.000    0.000    0.000    0.000 ffi.py:291(__enter__)
        4    0.000    0.000    0.000    0.000 byteflow.py:169(get_used_phis_per_state)
        4    0.000    0.000    0.191    0.048 codegen.py:217(finalize)
       64    0.000    0.000    0.007    0.000 templates.py:466(apply)
       45    0.000    0.000    0.002    0.000 base.py:328(get_arg_packer)
       44    0.000    0.000    0.004    0.000 base.py:53(_find)
       46    0.000    0.000    0.007    0.000 listobj.py:56(data)
        7    0.000    0.000    0.000    0.000 models.py:468(from_data)
       84    0.000    0.000    0.001    0.000 ssa.py:310(on_other)
      257    0.000    0.000    0.000    0.000 enum.py:562(__new__)
      508    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        8    0.000    0.000    0.001    0.000 controlflow.py:488(_find_dominance_frontier)
       90    0.000    0.000    0.000    0.000 instructions.py:534(<genexpr>)
      530    0.000    0.000    0.000    0.000 context.py:603(<lambda>)
       36    0.000    0.000    0.000    0.000 __init__.py:514(cast)
      352    0.000    0.000    0.000    0.000 transforms.py:37(visit_Instruction)
       61    0.000    0.000    0.001    0.000 models.py:124(contains_nrt_meminfo)
       81    0.000    0.000    0.000    0.000 cpu.py:79(target_data)
     11/6    0.000    0.000    0.000    0.000 ssa.py:357(_find_def_from_top)
       16    0.000    0.000    0.000    0.000 functools.py:657(_c3_merge)
       14    0.000    0.000    0.001    0.000 pythonapi.py:502(_long_from_native_int)
       10    0.000    0.000    0.000    0.000 values.py:159(literal_struct)
        4    0.000    0.000    0.012    0.003 untyped_passes.py:192(run_pass)
       58    0.000    0.000    0.000    0.000 misc.py:226(can_convert_to)
       36    0.000    0.000    0.000    0.000 models.py:33(__init__)
       31    0.000    0.000    0.005    0.000 listobj.py:44(size)
       46    0.000    0.000    0.008    0.000 listobj.py:60(_gep)
      504    0.000    0.000    0.000    0.000 types.py:105(_to_string)
       32    0.000    0.000    0.000    0.000 builder.py:609(select)
       10    0.000    0.000    0.002    0.000 codegen.py:700(_function_pass_manager)
       60    0.000    0.000    0.000    0.000 __init__.py:206(__getattr__)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:192(add_pass)
      102    0.000    0.000    0.001    0.000 builder.py:568(icmp_unsigned)
      211    0.000    0.000    0.000    0.000 bytecode.py:244(label_marker)
       10    0.000    0.000    0.000    0.000 interpreter.py:1248(_op_JUMP_IF)
       30    0.000    0.000    0.000    0.000 instructions.py:533(descr)
       60    0.000    0.000    0.000    0.000 itanium_mangler.py:96(repl)
      228    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      393    0.000    0.000    0.000    0.000 debuginfo.py:55(mark_location)
      426    0.000    0.000    0.000    0.000 instructions.py:133(<listcomp>)
       26    0.000    0.000    0.018    0.001 callwrapper.py:38(cleanup_arg)
       53    0.000    0.000    0.006    0.000 misc.py:71(maybe_literal)
       19    0.000    0.000    0.000    0.000 module.py:151(declare_intrinsic)
       21    0.000    0.000    0.000    0.000 base.py:757(get_c_value)
      474    0.000    0.000    0.000    0.000 inspect.py:2527(name)
        4    0.000    0.000    0.010    0.003 ssa.py:36(_run_ssa)
       34    0.000    0.000    0.002    0.000 ir.py:97(_get_path)
       57    0.000    0.000    0.000    0.000 itanium_mangler.py:116(_len_encoded)
       45    0.000    0.000    0.002    0.000 transforms.py:262(yield_loops_with_multiple_backedges)
      530    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       50    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       32    0.000    0.000    0.000    0.000 types.py:500(structure_repr)
       77    0.000    0.000    0.000    0.000 builder.py:205(position_before)
        4    0.000    0.000    0.000    0.000 bytecode.py:301(from_function)
  110/108    0.000    0.000    0.000    0.000 typeinfer.py:1098(propagate_refined_type)
       49    0.000    0.000    0.000    0.000 numbers.py:1333(constant_integer)
     16/2    0.000    0.000    0.000    0.000 functools.py:684(_c3_mro)
        2    0.000    0.000    0.001    0.001 npyimpl.py:332(numpy_ufunc_kernel)
       25    0.000    0.000    0.000    0.000 templates.py:94(__repr__)
      165    0.000    0.000    0.000    0.000 ir.py:560(<genexpr>)
       21    0.000    0.000    0.001    0.000 lowering.py:668(fold_call_args)
       10    0.000    0.000    0.231    0.023 dispatcher.py:297(get_call_template)
      397    0.000    0.000    0.000    0.000 values.py:698(dereferenceable)
       55    0.000    0.000    0.000    0.000 instructions.py:187(__init__)
        4    0.000    0.000    0.000    0.000 codegen.py:529(scan_unresolved_symbols)
      286    0.000    0.000    0.000    0.000 ssa.py:324(<listcomp>)
      103    0.000    0.000    0.000    0.000 ffi.py:215(__bool__)
       26    0.000    0.000    0.017    0.001 pythonapi.py:1404(reflect_native_value)
      398    0.000    0.000    0.000    0.000 byteflow.py:1075(get_identity)
       13    0.000    0.000    0.000    0.000 typeinfer.py:1364(<listcomp>)
       90    0.000    0.000    0.000    0.000 typeinfer.py:104(union)
       14    0.000    0.000    0.004    0.000 module.py:109(verify)
        4    0.000    0.000    0.000    0.000 ssa.py:147(_run_block_analysis)
      264    0.000    0.000    0.000    0.000 compiler_machinery.py:39(name)
       37    0.000    0.000    0.000    0.000 interpreter.py:430(insert_block)
       38    0.000    0.000    0.001    0.000 cgutils.py:245(_cast_member_to_value)
      200    0.000    0.000    0.000    0.000 byteflow.py:1184(push)
       28    0.000    0.000    0.001    0.000 lowering.py:654(_cast_var)
       34    0.000    0.000    0.000    0.000 typed_passes.py:780(<listcomp>)
       68    0.000    0.000    0.001    0.000 ntpath.py:524(abspath)
       51    0.000    0.000    0.000    0.000 ir.py:63(__str__)
      168    0.000    0.000    0.000    0.000 compiler_machinery.py:358(resolve_requires)
       16    0.000    0.000    0.000    0.000 byteflow.py:750(op_CALL_FUNCTION)
        8    0.000    0.000    0.001    0.000 controlflow.py:549(_find_post_dominators)
       10    0.000    0.000    0.000    0.000 passes.py:33(create_pass_manager_builder)
       82    0.000    0.000    0.000    0.000 analysis.py:546(rewrite_tuple_len)
      112    0.000    0.000    0.000    0.000 cgutils.py:242(_get_be_type)
       24    0.000    0.000    0.000    0.000 collections.py:43(generic)
      457    0.000    0.000    0.000    0.000 controlflow.py:467(<genexpr>)
       15    0.000    0.000    0.000    0.000 packer.py:190(unflatten)
      444    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
        4    0.000    0.000    0.001    0.000 byteflow.py:1359(__init__)
       52    0.000    0.000    0.001    0.000 cgutils.py:145(_get_ptr_by_name)
       98    0.000    0.000    0.001    0.000 ntpath.py:214(basename)
       34    0.000    0.000    0.003    0.000 static_getitem.py:13(match)
       28    0.000    0.000    0.000    0.000 builder.py:526(not_)
      397    0.000    0.000    0.000    0.000 values.py:689(align)
      100    0.000    0.000    0.000    0.000 compiler_lock.py:13(release)
       43    0.000    0.000    0.000    0.000 typeinfer.py:1094(lock_type)
       61    0.000    0.000    0.000    0.000 models.py:96(traverse_models)
      100    0.000    0.000    0.000    0.000 compiler_lock.py:10(acquire)
       34    0.000    0.000    0.000    0.000 static_binop.py:14(match)
    28/14    0.000    0.000    0.000    0.000 ir_utils.py:2044(resolve_mod)
        4    0.000    0.000    0.002    0.000 listobj.py:274(define_dtor)
       30    0.000    0.000    0.000    0.000 typeinfer.py:1702(typeof_intrinsic_call)
      411    0.000    0.000    0.000    0.000 uuid.py:262(__int__)
       10    0.000    0.000    0.035    0.004 codegen.py:211(add_llvm_module)
       31    0.000    0.000    0.018    0.001 errors.py:641(__init__)
        4    0.000    0.000    0.002    0.001 ir_utils.py:2013(warn_deprecated)
       30    0.000    0.000    0.000    0.000 builder.py:964(phi)
       39    0.000    0.000    0.000    0.000 ir.py:933(__repr__)
      155    0.000    0.000    0.000    0.000 byteflow.py:1188(pop)
       20    0.000    0.000    0.001    0.000 pythonapi.py:1354(serialize_object)
       64    0.000    0.000    0.002    0.000 inspect.py:2839(from_callable)
       40    0.000    0.000    0.000    0.000 base.py:476(get_argument_type)
        4    0.000    0.000    0.000    0.000 ir.py:1448(copy)
      185    0.000    0.000    0.000    0.000 byteflow.py:36(__init__)
      100    0.000    0.000    0.000    0.000 compiler_lock.py:19(__exit__)
       60    0.000    0.000    0.019    0.000 ir.py:1468(infer_constant)
       37    0.000    0.000    0.000    0.000 byteflow.py:1399(__init__)
       15    0.000    0.000    0.000    0.000 templates.py:58(replace)
       25    0.000    0.000    0.001    0.000 itanium_mangler.py:133(<listcomp>)
       25    0.000    0.000    0.001    0.000 itanium_mangler.py:125(mangle_identifier)
      215    0.000    0.000    0.000    0.000 bytecode.py:171(_fetch_opcode)
       26    0.000    0.000    0.000    0.000 ir.py:420(call)
       34    0.000    0.000    0.001    0.000 callconv.py:510(type_may_always_need_nrt)
      100    0.000    0.000    0.000    0.000 numpy_support.py:321(<listcomp>)
       34    0.000    0.000    0.000    0.000 itanium_mangler.py:155(mangle_type_or_value)
       44    0.000    0.000    0.000    0.000 base.py:814(get_dummy_value)
       41    0.000    0.000    0.000    0.000 types.py:542(__init__)
       36    0.000    0.000    0.000    0.000 base.py:70(_best_signature)
        4    0.000    0.000    0.001    0.000 compiler.py:521(define_untyped_pipeline)
       57    0.000    0.000    0.000    0.000 re.py:203(sub)
      276    0.000    0.000    0.000    0.000 numpy_support.py:377(<genexpr>)
        3    0.000    0.000    0.003    0.001 tokenize.py:388(open)
       41    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        7    0.000    0.000    0.000    0.000 models.py:543(_from)
       48    0.000    0.000    0.002    0.000 controlflow.py:270(loops)
       12    0.000    0.000    0.000    0.000 models.py:503(__init__)
      369    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       21    0.000    0.000    0.000    0.000 ir.py:390(binop)
        4    0.000    0.000    0.004    0.001 ir.py:1523(dump)
        4    0.000    0.000    0.000    0.000 compiler.py:282(_make_subtarget)
       21    0.000    0.000    0.002    0.000 typeinfer.py:1468(typeof_const)
        4    0.000    0.000    0.016    0.004 typed_passes.py:205(run_pass)
       44    0.000    0.000    0.000    0.000 functions.py:273(get_impl_key)
       67    0.000    0.000    0.000    0.000 cgutils.py:411(get_null_value)
        4    0.000    0.000    0.005    0.001 typed_passes.py:729(run_pass)
       22    0.000    0.000    0.000    0.000 inline_closurecall.py:169(_inline_stencil)
       32    0.000    0.000    0.000    0.000 types.py:504(<listcomp>)
        8    0.000    0.000    0.001    0.000 codegen.py:148(_get_module_for_linking)
       60    0.000    0.000    0.000    0.000 setdecl.py:157(generic)
       29    0.000    0.000    0.000    0.000 cgutils.py:437(increment_index)
       13    0.000    0.000    0.000    0.000 typeof.py:82(typeof_type)
       32    0.000    0.000    0.000    0.000 cgutils.py:1100(normalize_ir_text)
       54    0.000    0.000    0.000    0.000 base.py:1142(add_linking_libs)
      397    0.000    0.000    0.000    0.000 values.py:707(dereferenceable_or_null)
       34    0.000    0.000    0.000    0.000 cgutils.py:249(_cast_member_from_value)
        2    0.000    0.000    0.002    0.001 arrayobj.py:300(iternext_array)
      132    0.000    0.000    0.000    0.000 typeinfer.py:1201(<genexpr>)
    78/61    0.000    0.000    0.000    0.000 models.py:102(traverse_types)
    14/12    0.000    0.000    0.003    0.000 consts.py:73(_infer_expr)
        8    0.000    0.000    0.005    0.001 module.py:56(__str__)
      247    0.000    0.000    0.000    0.000 ir.py:271(__contains__)
      4/2    0.000    0.000    0.677    0.338 compiler.py:380(_compile_core)
       37    0.000    0.000    0.001    0.000 interpreter.py:227(_end_current_block)
       32    0.000    0.000    0.000    0.000 instructions.py:277(__init__)
        4    0.000    0.000    0.182    0.046 lowering.py:131(lower)
        1    0.000    0.000    0.000    0.000 graph_abs.py:59(<listcomp>)
      334    0.000    0.000    0.000    0.000 errors.py:214(__enter__)
       35    0.000    0.000    0.001    0.000 static_raise.py:39(match)
        9    0.000    0.000    0.001    0.000 pythonapi.py:288(err_set_string)
        4    0.000    0.000    0.001    0.000 codegen.py:92(__init__)
       21    0.000    0.000    0.000    0.000 interpreter.py:1096(_binop)
       55    0.000    0.000    0.000    0.000 types.py:449(__eq__)
        6    0.000    0.000    0.000    0.000 cgutils.py:495(for_range_slice)
       34    0.000    0.000    0.000    0.000 inline_closurecall.py:1424(__init__)
       18    0.000    0.000    0.000    0.000 module.py:124(name)
       19    0.000    0.000    0.000    0.000 sigutils.py:17(normalize_signature)
      127    0.000    0.000    0.000    0.000 typeinfer.py:138(append)
      101    0.000    0.000    0.001    0.000 ffi.py:297(__exit__)
       34    0.000    0.000    0.000    0.000 static_getitem.py:57(match)
        4    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
        4    0.000    0.000    0.014    0.004 untyped_passes.py:1499(run_pass)
      291    0.000    0.000    0.000    0.000 value.py:119(is_global)
       80    0.000    0.000    0.000    0.000 abstract.py:19(_autoincr)
      208    0.000    0.000    0.000    0.000 ir_utils.py:1436(require)
      120    0.000    0.000    0.000    0.000 itanium_mangler.py:97(<genexpr>)
       14    0.000    0.000    0.016    0.001 ir.py:580(infer_constant)
      100    0.000    0.000    0.000    0.000 compiler_lock.py:16(__enter__)
       10    0.000    0.000    0.232    0.023 functions.py:504(get_call_type)
        3    0.000    0.000    0.102    0.034 cpu.py:153(create_cpython_wrapper)
       13    0.000    0.000    0.000    0.000 packer.py:87(as_arguments)
       43    0.000    0.000    0.000    0.000 typeinfer.py:81(lock)
       12    0.000    0.000    0.000    0.000 context.py:401(_load_builtins)
       34    0.000    0.000    0.004    0.000 inline_closurecall.py:1301(match)
        4    0.000    0.000    0.089    0.022 codegen.py:264(_finalize_final_module)
       18    0.000    0.000    0.000    0.000 containers.py:233(__init__)
        4    0.000    0.000    0.000    0.000 byteflow.py:180(find_use_defs)
       35    0.000    0.000    0.001    0.000 cgutils.py:420(is_not_null)
        4    0.000    0.000    0.000    0.000 typeinfer.py:945(__init__)
      253    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      133    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       31    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      116    0.000    0.000    0.000    0.000 controlflow.py:132(set_entry_point)
        4    0.000    0.000    0.000    0.000 dispatcher.py:288(add_overload)
       39    0.000    0.000    0.000    0.000 base.py:104(<lambda>)
      152    0.000    0.000    0.000    0.000 errors.py:305(termcolor)
        8    0.000    0.000    0.000    0.000 typed_passes.py:551(_do_work_getattr)
        4    0.000    0.000    0.000    0.000 bytecode.py:215(_compute_lineno)
       22    0.000    0.000    0.000    0.000 byteflow.py:929(_binaryop)
        3    0.000    0.000    0.001    0.000 boxing.py:636(check_element_type)
      126    0.000    0.000    0.000    0.000 lowering.py:588(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
      111    0.000    0.000    0.000    0.000 types.py:347(__init__)
        8    0.000    0.000    0.000    0.000 base.py:350(subtarget)
       45    0.000    0.000    0.002    0.000 callconv.py:154(_get_arg_packer)
        3    0.000    0.000    0.002    0.001 optional.py:112(optional_to_any)
      239    0.000    0.000    0.000    0.000 instructions.py:327(<genexpr>)
       10    0.000    0.000    0.000    0.000 module.py:138(data_layout)
        1    0.000    0.000   12.864   12.864 {built-in method builtins.exec}
       14    0.000    0.000    0.000    0.000 threading.py:81(RLock)
       88    0.000    0.000    0.000    0.000 compiler_machinery.py:67(analysis)
      111    0.000    0.000    0.000    0.000 types.py:354(__getitem__)
       18    0.000    0.000    0.000    0.000 interpreter.py:730(op_LOAD_CONST)
        7    0.000    0.000    0.001    0.000 callconv.py:439(return_status_propagate)
       34    0.000    0.000    0.000    0.000 lowering.py:314(post_block)
       61    0.000    0.000    0.000    0.000 models.py:100(<listcomp>)
      198    0.000    0.000    0.000    0.000 ir.py:265(get)
       14    0.000    0.000    0.000    0.000 numbers.py:1226(literal_int_to_number)
        1    0.000    0.000    0.000    0.000 ir.py:69(_find_definition)
       11    0.000    0.000    0.000    0.000 dispatcher.py:626(__repr__)
       16    0.000    0.000    0.001    0.000 compiler_machinery.py:237(finalize)
       45    0.000    0.000    0.000    0.000 values.py:194(__init__)
       17    0.000    0.000    0.000    0.000 callconv.py:97(get_return_type)
      140    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
       56    0.000    0.000    0.002    0.000 controlflow.py:217(_loops)
      313    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
        8    0.000    0.000    0.000    0.000 typeinfer.py:413(__call__)
        8    0.000    0.000    0.003    0.000 pprint.py:419(_pprint_default_dict)
      240    0.000    0.000    0.000    0.000 values.py:789(function)
        4    0.000    0.000    0.001    0.000 funcdesc.py:38(__init__)
       36    0.000    0.000    0.000    0.000 module.py:208(__init__)
        6    0.000    0.000    0.000    0.000 functions.py:343(__init__)
       19    0.000    0.000    0.007    0.000 ir.py:90(get_lines)
        1    0.000    0.000    0.001    0.001 rangeobj.py:104(from_range_state)
       13    0.000    0.000    0.000    0.000 packer.py:97(<listcomp>)
       16    0.000    0.000    0.000    0.000 interpreter.py:841(op_CALL_FUNCTION)
        6    0.000    0.000    0.001    0.000 pythonapi.py:1315(unserialize)
       62    0.000    0.000    0.000    0.000 templates.py:124(as_function)
       24    0.000    0.000    0.000    0.000 models.py:636(set)
        4    0.000    0.000    0.000    0.000 removerefctpass.py:37(_legalize)
        3    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
        6    0.000    0.000    0.001    0.000 arrayobj.py:90(shape)
      4/2    0.000    0.000    0.258    0.129 typeinfer.py:1052(propagate)
       60    0.000    0.000    0.000    0.000 instructions.py:543(add_incoming)
      210    0.000    0.000    0.000    0.000 abstract.py:474(__init__)
        8    0.000    0.000    0.000    0.000 models.py:536(_as)
       61    0.000    0.000    0.000    0.000 core.py:81(pointer)
      225    0.000    0.000    0.000    0.000 byteflow.py:1382(backbone)
       46    0.000    0.000    0.000    0.000 bytecode.py:88(get_jump_target)
       37    0.000    0.000    0.000    0.000 interpreter.py:46(__init__)
        8    0.000    0.000    0.000    0.000 ssa.py:92(<dictcomp>)
       39    0.000    0.000    0.004    0.000 base.py:985(make_helper)
       26    0.000    0.000    0.003    0.000 listobj.py:34(get_itemsize)
       60    0.000    0.000    0.001    0.000 models.py:483(getter)
       44    0.000    0.000    0.023    0.001 postproc.py:41(usedefs)
        3    0.000    0.000    0.052    0.017 callwrapper.py:101(build)
        7    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
       45    0.000    0.000    0.000    0.000 packer.py:167(__init__)
       16    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       34    0.000    0.000    0.006    0.000 static_getitem.py:147(match)
       26    0.000    0.000    0.001    0.000 base.py:957(get_python_api)
       23    0.000    0.000    0.000    0.000 builtins.py:913(generic)
       54    0.000    0.000    0.000    0.000 module.py:132(get_global)
       20    0.000    0.000    0.000    0.000 values.py:340(__init__)
       83    0.000    0.000    0.000    0.000 packer.py:137(<genexpr>)
       68    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       95    0.000    0.000    0.000    0.000 utils.py:266(_check_attr)
       26    0.000    0.000    0.000    0.000 ir_utils.py:1569(find_const)
      176    0.000    0.000    0.000    0.000 compiler_machinery.py:271(debug_print)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.002    0.002 arrayobj.py:3348(_empty_nd_impl)
        4    0.000    0.000    0.000    0.000 compiler.py:185(compile_result)
       15    0.000    0.000    0.000    0.000 interpreter.py:744(op_LOAD_GLOBAL)
      222    0.000    0.000    0.000    0.000 fromnumeric.py:2029(_clip_dispatcher)
       13    0.000    0.000    0.000    0.000 pythonapi.py:716(list_setitem)
       52    0.000    0.000    0.000    0.000 typeinfer.py:550(__init__)
      338    0.000    0.000    0.000    0.000 pprint.py:89(__init__)
       11    0.000    0.000    0.000    0.000 packer.py:115(assign_names)
        3    0.000    0.000    0.003    0.001 imputils.py:188(imp)
        4    0.000    0.000    0.000    0.000 typeinfer.py:1297(get_function_types)
       26    0.000    0.000    0.004    0.000 context.py:332(resolve_module_constants)
      113    0.000    0.000    0.000    0.000 _utils.py:64(set_metadata)
        6    0.000    0.000    0.007    0.001 listobj.py:507(getitem_list)
        8    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        4    0.000    0.000    0.001    0.000 codegen.py:604(_load_defined_symbols)
       45    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
       18    0.000    0.000    0.003    0.000 module.py:160(link_in)
       28    0.000    0.000    0.000    0.000 cgutils.py:425(if_unlikely)
        4    0.000    0.000    0.000    0.000 typeinfer.py:994(_get_return_vars)
        5    0.000    0.000    0.000    0.000 numbers.py:45(int_sub_impl)
       22    0.000    0.000    0.000    0.000 inline_closurecall.py:1325(inline_array)
       88    0.000    0.000    0.000    0.000 core.py:97(void)
       95    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
